RegionName	LEACode	LEA Name	SchoolCode	School Name	CharterSchool	SchoolType	GradeSpan	TotalResident	# LowIncome	% LowIncome	SchoolServed	Eligibility -ProgramModel	EligibilityJustification	ProgramJustification	# StudentsServedTAS	GradesServedTAS	Served1st Year	Served1st YearComment	InEDDIE	SchoolYear
Region 4	620	Montgomery County Schools	620316	East Montgomery High	N		09,10,11,12	588	404	68.71	N	SW							Y	2014-2015
Region 4	620	Montgomery County Schools	620318	Green Ridge Elementary	N		PK,0K,01,02,03,04,05	507	441	86.98	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	620	Montgomery County Schools	620324	Mount Gilead Elementary	N		PK,0K,01,02,03,04,05	328	257	78.35	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	620	Montgomery County Schools	620330	Page Street Elementary	N		03,04,05	267	169	63.3	Y	SW-SW					2003-2004		Y	2014-2015
Region 4	620	Montgomery County Schools	620334	Star Elementary	N		0K,01,02,03,04,05	233	170	72.96	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	620	Montgomery County Schools	620336	Troy Elementary	N		PK,0K,01,02	325	216	66.46	Y	SW-SW					2003-2004		Y	2014-2015
Region 4	620	Montgomery County Schools	620339	West Middle	N		06,07,08	489	320	65.44	N	SW							Y	2014-2015
Region 4	620	Montgomery County Schools	620340	West Montgomery High	N		09,10,11,12	560	337	60.18	N	SW							Y	2014-2015
Region 4	630	Moore County Schools	630304	Aberdeen Primary	N		PK,0K,01,02	340	265	77.94	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	630	Moore County Schools	630308	Aberdeen Elementary	N		03,04,05	310	241	77.74	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	630	Moore County Schools	630312	Cameron Elementary	N		0K,01,02,03,04,05	255	147	57.65	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	630	Moore County Schools	630316	Carthage Elementary	N		PK,0K,01,02,03,04,05	441	262	59.41	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	630	Moore County Schools	630317	Crain's Creek Middle	N		06,07,08	417	206	49.4	N	SW							Y	2014-2015
Region 4	630	Moore County Schools	630320	Elise Middle	N		06,07,08	228	203	89.04	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	630	Moore County Schools	630324	Sandhills Farm Life Elementary	N		0K,01,02,03,04,05	639	141	22.07	N	Not Title I							Y	2014-2015
Region 4	630	Moore County Schools	630328	Highfalls Elementary	N		0K,01,02,03,04,05,06,07,08	304	129	42.43	Y	SW-SW					2012-2013		Y	2014-2015
Region 4	630	Moore County Schools	630330	The Community Learning Center @ Pinckney	N		06,07,08,09,10,11,12	30	25	83.33	N	SW							Y	2014-2015
Region 4	630	Moore County Schools	630331	New Century Middle	N		06,07,08	570	208	36.49	N	TAS							Y	2014-2015
Region 4	630	Moore County Schools	630332	North Moore High	N		09,10,11,12	578	315	54.5	N	SW							Y	2014-2015
Region 4	630	Moore County Schools	630336	Pinecrest High	N		09,10,11,12	2079	674	32.42	N	Not Title I							Y	2014-2015
Region 4	630	Moore County Schools	630342	Pinehurst Elementary	N		0K,01,02,03,04,05	528	80	15.15	N	Not Title I							Y	2014-2015
Region 4	630	Moore County Schools	630348	Robbins Elementary	N		PK,0K,01,02,03,04,05	483	431	89.23	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	630	Moore County Schools	630350	Southern Middle	N		06,07,08	799	474	59.32	Y	SW-SW					2014-2015		Y	2014-2015
Region 4	630	Moore County Schools	630352	Southern Pines Primary	N		PK,0K,01,02	511	282	55.19	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	630	Moore County Schools	630356	Southern Pines Elementary	N		03,04,05	429	216	50.35	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	630	Moore County Schools	630360	Union Pines High	N		09,10,11,12	1212	396	32.67	N	Not Title I							Y	2014-2015
Region 4	630	Moore County Schools	630364	Vass-Lakeview Elementary	N		PK,0K,01,02,03,04,05	657	367	55.86	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	630	Moore County Schools	630368	West End Elementary	N		PK,0K,01,02,03,04,05	417	160	38.37	Y	TAS-SW		Always SW			2009-2010		Y	2014-2015
Region 4	630	Moore County Schools	630373	West Pine Elementary	N		0K,01,02,03,04,05	561	186	33.16	Y	TAS-SW	Grandfather Rule	Always SW			2011-2012		Y	2014-2015
Region 4	630	Moore County Schools	630374	West Pine Middle	N		06,07,08	839	220	26.22	N	Not Title I							Y	2014-2015
Region 4	630	Moore County Schools	630376	Westmoore Elementary	N		0K,01,02,03,04,05,06,07,08	369	198	53.66	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	63A	The Academy of Moore County	63A000	The Academy of Moore County	Y		0K,01,02,03,04,05	184	78	42.39	Y	SW-SW					2009-2010		Y	2014-2015
Region 4	63B	STARS Charter	63B000	STARS Charter	Y		0K,01,02,03,04,05,06,07,08	360	104	28.89	Y	TAS-SW	Charter School	Always SW			2004-2005		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640302	Fairview Elementary	N		PK,0K,01,02	467	467	100	Y	SW-SW					2013-2014		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640304	Bailey Elementary	N		PK,0K,01,02,03,04,05	642	523	81.46	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640306	Baskerville Elementary	N		0K,01,02,03,04,05	385	385	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640308	Benvenue Elementary	N		0K,01,02,03,04,05	715	543	75.94	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640316	Cedar Grove Elementary	N		PK,0K,01,02,03,04,05	212	212	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640320	Nash Central Middle	N		06,07,08	605	359	59.34	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640324	Coopers Elementary	N		PK,0K,01,02,03,04,05	653	341	52.22	Y	SW-SW					2007-2008		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640326	D S Johnson Elementary	N		03,04,05	329	329	100	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640328	Englewood Elementary	N		03,04,05	523	356	68.07	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640329	G R Edwards Middle	N		06,07,08	566	411	72.61	Y	SW-SW					2012-2013		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640332	M B Hubbard Elementary	N		0K,01,02,03,04,05	464	372	80.17	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640334	J W Parker Middle	N		06,07,08	302	302	100	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640335	Rocky Mount Middle	N		06,07,08	430	430	100	Y	SW-SW					2013-2014		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640336	Middlesex Elementary	N		PK,0K,01,02,03,04,05	396	396	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640340	Tar River Academy	N		06,07,08,09,10,11,12	129	129	100	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640346	Nash Central High	N		09,10,11,12	1022	591	57.83	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640347	NRM Early College High School	N		09,10,11,12,13	233	106	45.49	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640348	Nashville Elementary	N		PK,0K,01,02,03,04,05	766	476	62.14	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640350	Northern Nash High	N		09,10,11,12	1032	538	52.13	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640358	Red Oak Middle	N		06,07,08	930	549	59.03	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640360	Red Oak Elementary	N		0K,01,02	266	144	54.14	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640361	Rocky Mount High	N		09,10,11,12	1288	903	70.11	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640362	Southern Nash Middle	N		06,07,08	875	520	59.43	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640364	Southern Nash High	N		09,10,11,12	1146	674	58.81	N	SW							Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640376	Spring Hope Elementary	N		PK,0K,01,02,03,04,05	525	391	74.48	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640384	Swift Creek Elementary	N		PK,03,04,05	291	163	56.01	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640396	Williford Elementary	N		PK,0K,01,02,03,04,05	445	445	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	640	Nash-Rocky Mount Schools	640400	Winstead Avenue Elementary	N		PK,0K,01,02	598	423	70.74	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	64A	Rocky Mount Preparatory	64A000	Rocky Mount Preparatory	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	1285	964	75.02	Y	SW-SW					2002-2003		Y	2014-2015
Region 2	650	New Hanover County Schools	650304	Bradley Creek Elementary	N		0K,01,02,03,04,05	475	272	57.26	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650308	Carolina Beach Elementary	N		0K,01,02,03,04,05	442	157	35.52	Y	TAS-SW		Always SW			2012-2013		Y	2014-2015
Region 2	650	New Hanover County Schools	650309	Castle Hayne Elementary	N		PK,0K,01,02,03,04,05	530	333	62.83	Y	SW-SW					2009-2010		Y	2014-2015
Region 2	650	New Hanover County Schools	650310	Charles P Murray Middle	N		06,07,08	850	349	41.06	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650312	R Freeman Sch of Engineering	N		PK,0K,01,02,03,04,05	409	409	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650316	College Park Elementary	N		0K,01,02,03,04,05	478	368	76.99	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	650	New Hanover County Schools	650323	Edwin A Anderson Elementary	N		0K,01,02,03,04,05	659	267	40.52	Y	SW-SW					2012-2013		Y	2014-2015
Region 2	650	New Hanover County Schools	650324	Edwin A Alderman Elementary	N		0K,01,02,03,04,05	250	250	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650325	Emma B Trask Middle	N		06,07,08	778	376	48.33	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650326	Emsley A Laney High	N		09,10,11,12,13	1958	742	37.9	N	TAS							Y	2014-2015
Region 2	650	New Hanover County Schools	650327	Eugene Ashley High	N		09,10,11,12,13	1703	703	41.28	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650328	Forest Hills Global Elementary	N		0K,01,02,03,04,05	447	395	88.37	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650332	Gregory School of Math Science and Tech	N		0K,01,02,03,04,05	390	390	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650338	Heyward C Bellamy Elem	N		0K,01,02,03,04,05	706	273	38.67	Y	TAS-SW		Always SW			2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650339	Holly Tree Elementary	N		0K,01,02,03,04,05	510	147	28.82	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650340	Isaac M Bear High	N		09,10,11,12	232	111	47.84	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650341	John J Blair Elementary	N		0K,01,02,03,04,05	564	233	41.31	Y	SW-SW					2010-2011		Y	2014-2015
Region 2	650	New Hanover County Schools	650342	John T Hoggard High	N		09,10,11,12,13	1598	438	27.41	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650343	Holly Shelter Middle	N		06,07,08	753	401	53.25	Y	SW-SW					2010-2011		Y	2014-2015
Region 2	650	New Hanover County Schools	650345	Lake Forest Academy	N		0K,01,02,03,04,05,06,07,08	55	55	100	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650346	Mary C Williams Elementary	N		PK,0K,01,02,03,04,05	486	483	99.38	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	650	New Hanover County Schools	650348	Murrayville Elementary	N		0K,01,02,03,04,05	718	330	45.96	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650350	M C S Noble Middle	N		06,07,08	786	249	31.68	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650351	Myrtle Grove Middle	N		06,07,08	820	374	45.61	Y	SW-SW					2010-2011		Y	2014-2015
Region 2	650	New Hanover County Schools	650352	New Hanover High	N		09,10,11,12,13	1590	815	51.26	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650353	Dr Hubert Eaton Sr Elem	N		0K,01,02,03,04,05	566	93	16.43	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650354	Lakeside	N		06,07,08,09,10,11,12,13	69	62	89.86	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650355	Mary Sidberry Mosley PLC	N		09,10,11,12	67	66	98.51	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650356	Ogden Elementary	N		0K,01,02,03,04,05	686	112	16.33	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650362	Pine Valley Elementary	N		0K,01,02,03,04,05	565	270	47.79	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650364	Roland-Grise Middle	N		06,07,08	827	259	31.32	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650366	Dr John Codington Elem	N		0K,01,02,03,04,05	548	140	25.55	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650368	Sunset Park Elementary	N		0K,01,02,03,04,05	470	470	100	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	650	New Hanover County Schools	650380	Walter L Parsley Elementary	N		0K,01,02,03,04,05	589	84	14.26	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650384	A H Snipes Academy of Arts/Des	N		0K,01,02,03,04,05	489	489	100	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	650	New Hanover County Schools	650392	Williston Middle	N		06,07,08	745	745	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650394	Wilmington Early College High	N		09,10,11,12,13	197	100	50.76	N	SW							Y	2014-2015
Region 2	650	New Hanover County Schools	650400	Winter Park Model Elementary	N		0K,01,02,03,04,05	376	360	95.74	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	650	New Hanover County Schools	650404	Wrightsboro Elementary	N		PK,0K,01,02,03,04,05	563	563	100	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	650	New Hanover County Schools	650408	Wrightsville Beach Elem	N		0K,01,02,03,04,05	352	37	10.51	N	Not Title I							Y	2014-2015
Region 2	650	New Hanover County Schools	650409	D.C. Virgo  Preparatory Academy	N		06,07,08	222	222	100	Y	SW-SW					2012-2013		Y	2014-2015
Region 2	650	New Hanover County Schools	650420	College Road Early Childhood Center	N		PK,0K	131	113	86.26	Y	SW-SW					2014-2015		Y	2014-2015
Region 2	65A	Cape Fear Center for Inquiry	65A000	Cape Fear Center for Inquiry	Y		0K,01,02,03,04,05,06,07,08	409	56	13.69	N	Not Title I							Y	2014-2015
Region 2	65B	Wilmington Preparatory Academy	65B000	Wilmington Preparatory Academy	Y		0K,01,02,03,04,05,06,07,08	137	83	60.58	Y	SW-SW					2011-2012		Y	2014-2015
Region 2	65C	Douglass Academy	65C000	Douglass Academy	Y		0K,01,02,03	83	70	84.34	N	SW							Y	2014-2015
Region 2	65D	Island Montessori Charter	65D000	Island Montessori Charter	Y		0K,01,02,03,04,05,06	168	11	6.55	N	Not Title I							Y	2014-2015
Region 3	660	Northampton County Schools	660306	Central Elementary	N		PK,0K,01,02,03,04	305	280	91.8	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	660	Northampton County Schools	660308	Conway Middle	N		05,06,07,08	446	365	81.84	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	660	Northampton County Schools	660320	Gaston Elementary	N		01,02,03,04	300	281	93.67	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	660	Northampton County Schools	660325	Gaston Middle	N		05,06,07,08	222	195	87.84	Y	SW-SW					2012-2013		Y	2014-2015
Region 3	660	Northampton County Schools	660336	Northampton County High School	N		09,10,11,12	488	395	80.94	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	660	Northampton County Schools	660356	Squire Elementary	N		PK,0K	49	45	91.84	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	660	Northampton County Schools	660360	Willis Hare Elementary	N		PK,0K,01,02,03,04	301	268	89.04	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	66A	Gaston College Preparatory	66A000	Gaston College Preparatory	Y		0K,01,02,05,06,07,08,09,10,11,12	875	630	72	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670304	Bell Fork Elementary	N		0K,01,02,03,04,05	495	311	62.83	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670308	Blue Creek Elementary	N		0K,01,02,03,04,05	438	278	63.47	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	670	Onslow County Schools	670310	Carolina Forest Elementary	N		0K,01,02,03,04,05	987	352	35.66	Y	TAS-SW		Waiver Provided			2014-2015		Y	2014-2015
Region 2	670	Onslow County Schools	670312	Clyde Erwin Elementary	N		0K,01,02,03,04,05	496	367	73.99	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	670	Onslow County Schools	670314	Dixon Elementary	N		PK,0K,01,02,03,04,05	900	319	35.44	Y	TAS-SW		Always SW			2004-2005		Y	2014-2015
Region 2	670	Onslow County Schools	670318	Dixon Middle	N		06,07,08	654	285	43.58	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670320	Dixon High	N		09,10,11,12	772	266	34.46	N	Not Title I							Y	2014-2015
Region 2	670	Onslow County Schools	670321	Hunters Creek Elementary	N		PK,0K,01,02,03,04,05	538	372	69.14	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670322	Hunters Creek Middle	N		06,07,08	752	324	43.09	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670323	Jacksonville Commons Elem	N		0K,01,02,03,04,05	630	345	54.76	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670324	Jacksonville High	N		09,10,11,12	1163	428	36.8	N	TAS							Y	2014-2015
Region 2	670	Onslow County Schools	670325	Jacksonville Commons Middle	N		06,07,08	853	464	54.4	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670329	Meadow View Elementary	N		0K,01,02,03,04,05	815	416	51.04	Y	SW-SW					2009-2010		Y	2014-2015
Region 2	670	Onslow County Schools	670330	Morton Elementary	N		PK,0K,01,02,03,04,05	539	276	51.21	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670331	New Bridge Middle	N		06,07,08	516	186	36.05	N	TAS							Y	2014-2015
Region 2	670	Onslow County Schools	670332	Northwoods Elementary	N		0K,01,02,03,04,05	481	333	69.23	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670333	Northside High	N		09,10,11,12	954	394	41.3	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670335	Queens Creek Elementary	N		PK,0K,01,02,03,04,05	611	296	48.45	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670336	Northwoods Park Middle	N		06,07,08	545	259	47.52	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670337	Richlands Primary	N		PK,0K,01,02	856	352	41.12	Y	SW-SW					2003-2004		Y	2014-2015
Region 2	670	Onslow County Schools	670338	Parkwood Elementary	N		0K,01,02,03,04,05	536	220	41.04	Y	SW-SW					2013-2014		Y	2014-2015
Region 2	670	Onslow County Schools	670339	Richlands Elementary	N		03,04,05	687	308	44.83	Y	SW-SW					2003-2004		Y	2014-2015
Region 2	670	Onslow County Schools	670340	Richlands High	N		09,10,11,12	1072	369	34.42	N	Not Title I							Y	2014-2015
Region 2	670	Onslow County Schools	670341	Sand Ridge Elementary	N		0K,01,02,03,04,05	496	229	46.17	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670342	Silverdale Elementary	N		0K,01,02,03,04,05	434	213	49.08	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670343	Southwest Elementary	N		PK,0K,01,02,03,04,05	786	397	50.51	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670344	Southwest High	N		09,10,11,12	652	295	45.25	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670345	Southwest Middle	N		06,07,08	528	290	54.92	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670346	Summersill Elementary	N		PK,0K,01,02,03,04,05	592	339	57.26	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670347	Stateside Elementary	N		0K,01,02,03,04,05	749	248	33.11	N	Not Title I							Y	2014-2015
Region 2	670	Onslow County Schools	670350	Swansboro Elementary	N		0K,01,02,03,04,05	578	205	35.47	Y	TAS-SW		Always SW			2006-2007		Y	2014-2015
Region 2	670	Onslow County Schools	670351	Swansboro Middle	N		06,07,08	800	340	42.5	N	SW							Y	2014-2015
Region 2	670	Onslow County Schools	670352	Swansboro High	N		09,10,11,12	1039	341	32.82	N	Not Title I							Y	2014-2015
Region 2	670	Onslow County Schools	670356	Trexler Middle	N		06,07,08	903	348	38.54	N	TAS							Y	2014-2015
Region 2	670	Onslow County Schools	670364	White Oak High	N		09,10,11,12	1067	348	32.61	N	Not Title I							Y	2014-2015
Region 2	67B	Z.E.C.A. School of Arts and Technology	67B000	Z.E.C.A. School of Arts and Technology	Y		0K,01,02,03,04,05,06	126	101	80.16	Y	SW-SW					2014-2015		Y	2014-2015
Region 5	680	Orange County Schools	680304	A L Stanback Middle	N		06,07,08	646	314	48.61	N	SW							Y	2014-2015
Region 5	680	Orange County Schools	680308	Cameron Park Elementary	N		PK,0K,01,02,03,04,05	659	239	36.27	N	TAS							Y	2014-2015
Region 5	680	Orange County Schools	680310	Cedar Ridge High	N		09,10,11,12	1129	354	31.36	N	Not Title I							Y	2014-2015
Region 5	680	Orange County Schools	680312	Central Elementary	N		PK,0K,01,02,03,04,05	376	261	69.41	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	680	Orange County Schools	680316	Charles W Stanford Middle	N		06,07,08	643	217	33.75	N	Not Title I							Y	2014-2015
Region 5	680	Orange County Schools	680324	Efland Cheeks Elementary	N		PK,0K,01,02,03,04,05	500	314	62.8	Y	SW-SW					2009-2010		Y	2014-2015
