2015-16 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	SBE District	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Participation Denominator	Percent Participation	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	Passing      Math III Denominator	Passing Math III Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Johnston County Schools	510372	Micro-Pine Level Elementary	North Central Region	0K-05	Y	D	51	D	53	D	53	Met	-1.28	16	100.0													736	36.1	45.8										91	33.0	45.1	106	40.6	48.1	114	41.2	44.7										91	38.5	49.5	106	36.8	51.9	114	28.1	39.5										114	35.1	43.0			
Johnston County Schools	510373	Powhatan Elementary	North Central Region	PK-05	Y	B	79	B	79	B	77	Met	-0.21	14	100.0													668	68.9	79.0										88	65.9	80.7	103	70.9	76.7	96	70.8	77.1										88	63.6	73.9	103	66.0	81.6	96	66.7	78.1										94	77.7	85.1			
Johnston County Schools	510374	Princeton Elementary	North Central Region	PK-05	Y	C	62	C	58	C	62	Met	0.55	18	100.0													909	47.0	56.9										115	40.0	53.0	146	45.9	54.1	129	62.8	66.7										115	45.2	54.8	146	41.1	54.1	129	38.8	47.3										129	55.0	68.2			
Johnston County Schools	510376	Princeton High	North Central Region	06-12	Y	B	70	C	69	C	60	Exceeded	2.17	40	100.0	N		116	55.2	92	81.5	116	>95	130	90.8	111	93.7	1423	51.7	61.8	153	34.0	47.1	147	48.3	55.8	138	51.4	65.9										127	45.7	59.1	166	45.2	51.2	133	54.1	60.9										127	51.2	62.2	166	56.0	66.3	133	50.4	63.9				133	84.2	90.2
Johnston County Schools	510377	River Dell Elementary	North Central Region	PK-05	Y	B	70	C	69	C	69	Met	-1.5	18	100.0													1156	59.7	69.8										163	55.2	69.9	172	67.4	75.0	162	52.5	58.0										163	59.5	70.6	172	56.4	69.2	162	53.1	63.6										162	73.5	82.1			
Johnston County Schools	510378	Riverwood Elementary	North Central Region	PK-05	Y	B	76	B	74	B	76	Met	1.77	18	100.0													1066	64.3	74.1										134	76.1	85.1	144	56.9	63.2	170	63.5	72.9										134	61.2	73.1	144	59.0	70.1	170	58.8	73.5										170	74.1	80.6			
Johnston County Schools	510379	Riverwood Middle	North Central Region	06-08	Y	B	72	C	69	C	63	Exceeded	4.87	26	100.0													2966	57.6	67.1	127	>95	>95																386	43.8	52.8	429	47.6	54.8	403	56.6	62.0										386	63.0	73.8	429	56.4	67.4	403	51.4	65.5				403	72.0	83.1
Johnston County Schools	510380	South Campus Community High	North Central Region	09-12	Y	N/A		N/A		N/A		Met	-1.45	2	100.0	N		<10	*									42	<5	<5	21	<5	9.5	<10	*	*	12	<5	<5																																										
Johnston County Schools	510381	South Campus Community Middle	North Central Region	06-08	Y	N/A		N/A		N/A		Met	1.03	4	100.0													110	8.2	12.7																			13	7.7	15.4	12	<5	<5	20	<5	<5										13	23.1	30.8	12	8.3	8.3	20	5.0	15.0				20	15.0	20.0
Johnston County Schools	510388	Selma Elementary	North Central Region	PK-04	Y	D	54	D	46	C	61	Exceeded	4.14	14	100.0													674	34.3	45.1										180	38.3	55.0	157	46.5	51.6													180	25.0	35.0	157	28.0	38.9																		
Johnston County Schools	510390	Selma Middle School	North Central Region	05-08	Y	D	40	D	45	F	34	NotMet	-2.74	20	100.0													1444	24.4	33.2	21	66.7	90.5													161	23.0	27.3	125	11.2	14.4	135	17.8	23.7	140	17.1	21.4							161	23.0	37.9	125	27.2	35.2	135	31.9	43.0	140	20.0	30.0	161	34.2	45.3	140	30.0	42.1
Johnston County Schools	510396	West Smithfield Elementary	North Central Region	PK-05	Y	D	48	D	48	D	45	Met	-1.36	17	100.0													586	29.4	41.6										96	22.9	36.5	83	34.9	49.4	76	23.7	28.9										96	31.3	39.6	83	22.9	44.6	76	23.7	39.5										76	47.4	53.9			
Johnston County Schools	510397	Smithfield Middle	North Central Region	06-08	Y	C	56	C	56	D	46	Exceeded	5.74	24	100.0													1696	36.7	47.3	49	83.7	>95																212	26.9	37.3	236	30.9	40.7	250	24.8	31.2										212	33.5	42.9	236	38.1	52.1	251	31.5	45.8				250	59.6	69.2
Johnston County Schools	510399	Smithfield-Selma High	North Central Region	09-12	Y	C	59					NotMet	-3.09	35	100.0	N		238	45.8	68	64.7	242	>95	291	77.7	276	81.9	976	33.8	43.4	359	27.3	39.8	290	36.6	43.1	327	38.5	47.7																																										
Johnston County Schools	510402	South Johnston High	North Central Region	09-12	Y	C	69					NotMet	-3.55	34	94.1	N		230	57.4	147	75.5	326	>95	321	>95	275	>95	854	42.2	53.0	231	53.7	73.2	308	41.2	49.0	315	34.6	42.2																																										
Johnston County Schools	510404	South Smithfield Elementary	North Central Region	PK-05	Y	C	58	C	61	D	54	Met	-0.97	16	100.0													508	42.1	53.9										85	45.9	56.5	82	37.8	50.0	58	34.5	41.4										85	45.9	63.5	82	42.7	54.9	58	36.2	46.6										58	50.0	60.3			
Johnston County Schools	510406	West Johnston High	North Central Region	09-12	Y	B	72					NotMet	-2.62	38	100.0	N		321	61.7	144	88.2	280	>95	300	88.0	317	92.4	956	52.9	64.7	387	43.9	60.2	240	67.1	74.2	329	53.2	63.2																																										
Johnston County Schools	510408	Wilsons Mills Elementary	North Central Region	0K-05	Y	C	63	C	59	C	61	Exceeded	2.01	15	100.0													584	45.9	57.9										83	43.4	53.0	83	37.3	47.0	84	60.7	67.9										83	39.8	50.6	83	34.9	50.6	84	39.3	58.3										84	65.5	77.4			
Johnston County Schools	510410	Polenta Elementary	North Central Region	PK-05	Y	C	69	C	68	C	67	Exceeded	4.61	20	100.0													1157	52.7	63.3										144	51.4	63.9	178	48.3	55.1	171	55.0	63.2										144	53.5	66.7	178	55.6	65.2	171	44.4	59.1										171	60.8	70.8			
Johnston County Schools	510412	Clayton Middle	North Central Region	06-08	Y	D	53	C	60	D	40	NotMet	-5.32	24	100.0													1865	44.1	51.7	51	>95	>95																252	34.1	40.9	238	33.6	39.5	278	25.9	29.9										252	51.2	60.3	238	52.9	64.3	278	38.5	47.8				278	62.2	70.1
Johnston County Schools	510414	West View Elementary	North Central Region	PK-05	Y	C	66	C	68	C	64	NotMet	-3.88	19	100.0													1169	55.1	67.6										177	64.4	78.5	169	46.7	55.6	159	52.2	58.5										177	52.5	67.8	169	50.9	69.8	159	52.8	65.4										159	66.0	76.7			
Jones County Schools	520	Jones County Schools	Southeast Region											36	100.0			55	45.5	38	86.8	67	>95	74	93.2	79	89.9	1448	46.8	57.8	96	57.3	70.8	64	31.3	43.8	95	44.2	50.5	99	51.5	66.7	79	45.6	54.4	100	49.0	56.0	71	36.6	49.3	79	36.7	48.1	79	29.1	40.5	99	55.6	61.6	79	48.1	59.5	100	38.0	50.0	71	49.3	62.0	79	48.1	65.8	79	43.0	55.7	100	56.0	66.0	79	67.1	74.7
Jones County Schools	520304	Pollocksville Elementary	Southeast Region	PK-06	Y	D	51	D	45	D	54	Exceeded	2.78	8	100.0		Y											204	34.3	41.7										25	36.0	52.0	21	38.1	42.9	24	37.5	41.7	20	30.0	40.0							25	36.0	40.0	21	33.3	42.9	24	12.5	16.7	20	40.0	50.0							24	45.8	50.0			
Jones County Schools	520308	Comfort Elementary	Southeast Region	PK-06	Y	C	64	C	65	C	61	Met	1.2	6	100.0		Y											211	48.3	58.8										30	46.7	66.7	18	50.0	66.7	25	32.0	32.0	20	55.0	60.0							30	53.3	60.0	18	50.0	72.2	25	40.0	52.0	20	50.0	65.0							25	60.0	60.0			
Jones County Schools	520320	Jones Senior High	Southeast Region	09-12	Y	C	67					NotMet	-3.37	19	100.0	N	Y	55	45.5	38	86.8	67	>95	74	93.2	79	89.9	233	42.9	52.4	74	51.4	62.2	64	31.3	43.8	95	44.2	50.5																																										
Jones County Schools	520324	Jones Middle	Southeast Region	07-08	Y	C	60	C	63	D	47	NotMet	-3.76	12	100.0		Y											417	46.5	59.2	22	77.3	>95																			79	36.7	48.1	79	29.1	40.5													79	48.1	65.8	79	43.0	55.7				79	67.1	74.7
Jones County Schools	520328	Maysville Elementary	Southeast Region	PK-06	Y	B	71	B	73	C	66	Exceeded	2.46	6	100.0		Y											129	57.4	66.7										24	70.8	79.2	<10	*	*	13	69.2	76.9	12	8.3	33.3							24	70.8	79.2	<10	*	*	13	61.5	69.2	12	58.3	58.3							13	69.2	76.9			
Jones County Schools	520336	Trenton Elementary	Southeast Region	PK-06	Y	B	72	B	70	B	72	Exceeded	2.99	9	100.0		Y											254	54.3	68.1										20	55.0	70.0	31	54.8	61.3	38	60.5	73.7	19	42.1	57.9							20	65.0	70.0	31	58.1	64.5	38	44.7	63.2	19	52.6	73.7							38	55.3	76.3			
Lee County Schools	530	Lee County Schools	North Central Region											78	96.2			731	57.7	287	65.2	695	>95	758	89.2	746	89.4	12691	43.6	54.7	776	29.4	43.8	569	35.9	43.1	657	41.9	49.5	828	51.6	65.9	770	55.1	62.1	778	49.2	56.3	669	41.1	51.6	782	39.6	46.2	752	36.3	41.6	828	43.2	55.7	770	43.4	58.3	778	39.6	53.7	669	45.4	56.1	782	39.8	51.9	752	34.3	48.4	779	57.3	71.0	752	55.9	69.7
Lee County Schools	530302	BT Bullock Elementary	North Central Region	0K-05	Y	C	60	C	56	C	59	Met	-0.25	20	100.0		Y											780	43.6	55.1										127	36.2	52.8	107	50.5	55.1	104	46.2	51.9										127	36.2	51.2	107	40.2	47.7	104	41.3	53.8										104	57.7	75.0			
Lee County Schools	530306	Bragg Street Academy	North Central Region	06-12	Y	N/A		N/A		N/A		NotMet	-4.23	2	50.0	N	Y	<10	*									88	10.2	15.9	11	9.1	9.1	<10	*	*	19	10.5	10.5										<10	*	*	<10	*	*	14	7.1	14.3										<10	*	*	<10	*	*	14	7.1	21.4				14	21.4	35.7
Lee County Schools	530308	Broadway Elementary	North Central Region	0K-05	Y	C	57	C	56	C	58	Met	-0.67	18	100.0		Y											699	36.5	52.5										113	43.4	62.8	79	43.0	48.1	105	36.2	44.8										113	34.5	46.9	79	30.4	54.4	105	31.4	48.6										105	36.2	61.0			
Lee County Schools	530312	Deep River Elementary	North Central Region	0K-05	Y	C	64	C	61	C	62	Met	0.59	18	100.0		Y											713	47.8	59.3										109	45.0	60.6	105	42.9	52.4	95	57.9	61.1										109	33.9	45.0	105	43.8	58.1	95	45.3	64.2										95	69.5	76.8			
Lee County Schools	530314	East Lee Middle	North Central Region	06-08	Y	C	56	C	56	D	46	Met	0.72	24	100.0		Y											1527	39.9	50.0																			195	34.9	46.7	228	33.3	39.9	227	33.9	39.6										195	45.1	54.4	228	37.7	50.0	227	33.5	43.2				227	61.2	76.2
Lee County Schools	530316	Floyd L Knight Children Center	North Central Region	PK-12	Y	N/A		N/A		N/A						N												67	13.4	19.4	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*
Lee County Schools	530320	Greenwood Elementary	North Central Region	0K-05	Y	C	63	C	61	C	65	Met	-1.45	20	100.0		Y											810	48.5	60.0										124	58.9	71.8	119	52.9	60.5	108	44.4	50.0										124	52.4	62.9	119	37.0	57.1	108	39.8	50.0										108	52.8	65.7			
Lee County Schools	530335	Lee Early College	North Central Region	09-13	Y	A	87					Met	0.99	12	100.0	N	Y	68	80.9	<10	*	83	>95	61	>95	52	>95	157	67.5	80.9	67	62.7	86.6	22	45.5	45.5	68	79.4	86.8																																										
Lee County Schools	530336	Lee County High	North Central Region	09-12	Y	C	59					NotMet	-9.74	40	97.5	N	Y	386	50.3	189	61.9	345	>95	383	90.6	381	91.6	1010	30.5	40.3	351	23.9	37.3	307	29.6	37.8	352	37.8	45.5																																										
Lee County Schools	530340	J Glenn Edwards Elementary	North Central Region	0K-05	Y	C	60	D	50	C	69	NotMet	-3.29	21	100.0		Y											908	48.7	58.9										127	63.0	73.2	118	56.8	64.4	139	50.4	59.0										127	44.1	52.0	118	37.3	50.8	139	31.7	43.2										140	57.9	70.0			
Lee County Schools	530341	SanLee Middle School	North Central Region	06-08	Y	C	62	C	62	C	61	Met	0.83	23	100.0		Y											1929	45.7	56.4	23	39.1	65.2																261	47.1	59.4	281	50.5	56.6	274	40.9	46.0										261	47.1	56.7	281	48.0	60.5	274	36.9	52.2				274	50.0	62.4
Lee County Schools	530343	Southern Lee High School	North Central Region	09-12	Y	C	65					NotMet	-4.54	35	97.1	N	Y	271	63.5	96	71.9	267	>95	288	93.8	280	>95	767	36.4	46.3	321	28.7	41.7	231	44.2	51.1	215	39.5	47.9																																										
Lee County Schools	530346	Tramway Elementary	North Central Region	0K-05	Y	B	75	B	73	B	77	NotMet	-2.18	18	100.0		Y											748	63.4	75.9										110	71.8	86.4	105	72.4	76.2	106	60.4	67.9										110	56.4	74.5	105	61.9	76.2	106	55.7	67.9										106	65.1	82.1			
Lee County Schools	530354	J R Ingram Jr Elementary	North Central Region	0K-05	Y	C	63	C	62	C	63	NotMet	-3.51	19	100.0		Y											829	51.6	62.6										112	44.6	57.1	133	62.4	72.2	113	52.2	61.9										112	46.4	59.8	133	50.4	63.2	113	37.2	52.2										113	66.4	69.9			
Lee County Schools	530356	West Lee Middle	North Central Region	06-08	Y	C	58	C	57	D	53	Exceeded	2.71	22	100.0		Y											1636	40.3	51.2																			204	41.2	48.5	269	34.2	41.3	230	36.1	41.3										204	45.1	58.8	269	33.5	45.4	230	34.3	51.7				230	60.4	74.8
Lee County Schools	530358	Warren Williams Elementary Alternative	North Central Region	PK-05	Y	N/A		N/A		N/A							Y											23	13.0	39.1										<10	*	*	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*										<10	*	*			
Lenoir County Public Schools	540	Lenoir County Public Schools	Southeast Region											73	98.6			574	42.0	325	61.2	591	>95	734	79.4	682	82.4	11753	33.3	42.6	926	23.5	32.4	730	24.9	32.9	755	35.4	45.0	727	43.2	56.5	741	36.4	41.7	655	41.5	48.1	599	24.4	30.2	637	21.8	26.7	657	20.9	26.3	727	40.2	50.2	741	34.0	47.1	654	32.7	45.3	598	32.6	42.0	637	30.5	41.1	657	27.7	39.4	655	52.2	62.6	657	45.1	57.4
Lenoir County Public Schools	540304	Banks Elementary	Southeast Region	PK-05	Y	C	67	C	60	C	66	Met	-0.21	18	100.0													651	52.8	63.4										94	48.9	64.9	101	45.5	52.5	87	65.5	70.1										94	51.1	59.6	101	35.6	48.5	87	46.0	64.4										87	81.6	88.5			
Lenoir County Public Schools	540308	Contentnea-Savannah School	Southeast Region	PK-08	Y	D	48	D	51	D	42	NotMet	-2.43	19	100.0													1399	34.4	42.7	22	77.3	81.8							99	35.4	50.5	115	25.2	31.3	79	29.1	39.2	99	30.3	35.4	101	26.7	32.7	104	22.1	25.0	99	37.4	44.4	115	30.4	42.6	79	41.8	51.9	99	41.4	46.5	101	33.7	39.6	104	27.9	38.5	79	55.7	63.3	104	42.3	56.7
Lenoir County Public Schools	540312	E B Frink Middle	Southeast Region	06-08	Y	D	48	D	52	D	40	NotMet	-4.03	20	100.0													1258	35.1	44.8	34	79.4	91.2																134	30.6	41.8	184	28.8	32.1	196	24.5	32.7										134	32.8	47.0	184	37.0	45.7	196	33.7	44.9				196	48.5	60.2
Lenoir County Public Schools	540315	Kinston High	Southeast Region	09-12	Y	D	45					NotMet	-9.79	20	100.0	N		181	23.2	82	56.1	174	>95	219	77.6	193	86.5	627	13.4	21.7	198	10.1	18.7	217	11.1	17.1	212	18.9	29.2																																										
Lenoir County Public Schools	540316	La Grange Elementary	Southeast Region	PK-05	Y	C	58	D	54	C	60	Exceeded	3.54	20	100.0													683	39.8	50.2										96	45.8	56.3	97	36.1	41.2	99	47.5	56.6										96	35.4	49.0	97	35.1	48.5	99	33.3	45.5										99	45.5	54.5			
Lenoir County Public Schools	540317	Lenoir County Early College High	Southeast Region	09-13	Y	C	67					NotMet	-4.98	13	100.0	N		42	64.3	<10	*	34	>95	28	>95	31	>95	182	45.1	60.4	46	43.5	67.4	89	34.8	49.4	47	66.0	74.5																																										
Lenoir County Public Schools	540318	Lenoir County Learning Academy	Southeast Region	PK-12	Y	N/A		N/A		N/A		NotMet	-7.05	5	0.0	N		<10	*	<10	*	<10	*	17	29.4	15	66.7	118	<5	<5	13	<5	<5	11	<5	<5	10	<5	10.0				<10	*	*	<10	*	*	<10	*	*	<10	*	*	15	<5	<5				<10	*	*	<10	*	*	<10	*	*	<10	*	*	15	<5	<5	<10	*	*	14	<5	<5
Lenoir County Public Schools	540320	Moss Hill Elementary	Southeast Region	0K-05	Y	C	67	C	66	C	68	Met	-0.96	17	100.0													552	57.1	64.7										75	61.3	69.3	86	70.9	79.1	77	45.5	48.1										75	58.7	66.7	86	61.6	73.3	76	40.8	47.4										77	58.4	66.2			
Lenoir County Public Schools	540324	North Lenoir High	Southeast Region	09-12	Y	D	53					NotMet	-13.26	32	87.5	N		161	48.4	121	53.7	211	>95	249	83.5	230	77.8	767	23.6	32.5	305	15.1	23.9	206	19.4	27.2	256	37.1	46.9																																										
Lenoir County Public Schools	540325	Northeast Elementary	Southeast Region	PK-05	Y	D	40	F	38	F	38	NotMet	-2.56	11	100.0													562	22.1	32.9										76	28.9	42.1	94	8.5	11.7	74	32.4	37.8										76	23.7	35.5	94	13.8	24.5	74	16.2	32.4										74	36.5	54.1			
Lenoir County Public Schools	540326	Northwest Elementary	Southeast Region	0K-05	Y	D	53	D	52	D	54	Exceeded	3.28	11	100.0													558	33.5	44.8										80	47.5	58.8	85	35.3	37.6	76	28.9	38.2										80	38.8	46.3	85	32.9	51.8	76	18.4	34.2										76	31.6	46.1			
Lenoir County Public Schools	540328	Pink Hill Elementary	Southeast Region	PK-05	Y	C	66	C	59	C	66	Exceeded	4.97	17	100.0													544	48.5	59.6										90	50.0	68.9	74	56.8	59.5	72	47.2	50.0										90	32.2	43.3	74	48.6	66.2	72	36.1	51.4										72	72.2	79.2			
Lenoir County Public Schools	540330	Rochelle Middle	Southeast Region	06-08	Y	F	29	F	31	F	22	NotMet	-4.94	13	100.0													1039	13.4	21.6	10	50.0	70.0																154	5.8	10.4	132	8.3	14.4	152	10.5	12.5										153	14.4	21.6	132	12.1	25.0	153	10.5	19.6				153	28.8	43.8
Lenoir County Public Schools	540336	South Lenoir High	Southeast Region	09-12	Y	C	59					NotMet	-4.83	34	100.0	N		186	50.5	119	72.3	166	>95	207	83.1	199	84.9	689	34.5	42.1	252	19.8	25.8	207	42.0	49.8	230	43.9	53.0																																										
Lenoir County Public Schools	540338	Southeast Elementary	Southeast Region	0K-05	Y	F	37	F	38	F	35	Met	1.82	9	100.0													291	15.1	25.1										48	12.5	25.0	39	10.3	10.3	39	25.6	35.9										48	18.8	35.4	39	7.7	15.4	39	20.5	25.6										39	10.3	25.6			
Lenoir County Public Schools	540340	Southwood Elementary	Southeast Region	0K-05	Y	C	60	C	59	C	57	Met	1.26	12	100.0													384	44.3	54.4										69	46.4	59.4	48	31.3	43.8	50	40.0	46.0										69	60.9	69.6	48	29.2	39.6	50	34.0	42.0										50	60.0	72.0			
Lenoir County Public Schools	540344	Woodington Middle	Southeast Region	06-08	Y	D	54	C	56	D	45	Met	0.42	23	100.0													1449	37.6	47.1	46	71.7	82.6																205	32.2	36.1	212	22.6	27.8	190	26.3	33.7										205	42.9	53.2	212	35.8	49.5	189	37.6	53.4				190	59.5	70.0
Lincoln County Schools	550	Lincoln County Schools	Southwest Region											74	98.6			795	60.6	308	77.3	885	>95	947	90.6	914	92.0	15201	56.8	65.7	1079	49.7	61.2	1011	52.4	61.3	942	51.8	60.5	879	60.8	71.9	868	64.3	67.9	890	64.8	70.1	830	54.9	61.9	882	50.6	58.6	859	49.1	55.1	879	56.3	66.6	868	50.8	63.9	891	50.8	62.9	829	56.9	65.5	882	55.0	67.2	861	45.9	59.0	892	74.0	79.7	859	79.4	85.8
Lincoln County Schools	550308	Asbury Academy	Southwest Region	06-12	Y	N/A		N/A		N/A		NotMet	-3.9	3	0.0	N		<10	*									69	5.8	8.7	19	5.3	5.3	<10	*	*	15	6.7	6.7										<10	*	*	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*				<10	*	*
Lincoln County Schools	550312	Battleground Elementary	Southwest Region	PK-03	Y	C	56	D	54	D	52	Met	-0.2	4	100.0													143	32.2	49.7										70	37.1	52.9				<10	*	*										70	28.6	48.6				<10	*	*										<10	*	*			
Lincoln County Schools	550314	Catawba Springs Elementary	Southwest Region	PK-05	Y	B	80	B	77	B	82	Met	0.29	12	100.0													616	73.1	80.4										89	76.4	80.9	87	73.6	80.5	88	81.8	84.1										89	68.5	78.7	87	62.1	73.6	88	65.9	77.3										88	83.0	87.5			
Lincoln County Schools	550316	GE Massey Elementary	Southwest Region	PK-03	Y	D	53	D	50	D	52	Met	-1.1	4	100.0													120	33.3	47.5										59	37.3	52.5	<10	*	*													59	30.5	44.1	<10	*	*																		
Lincoln County Schools	550320	East Lincoln High	Southwest Region	09-12	Y	B	75					NotMet	-3.1	25	100.0	N	Y	201	74.1	68	70.6	230	>95	240	93.3	220	94.1	685	55.3	66.4	239	46.9	62.3	233	54.5	65.7	213	65.7	71.8																																										
Lincoln County Schools	550322	East Lincoln Middle	Southwest Region	06-08	Y	C	69	C	67	C	64	NotMet	-2.23	16	100.0													1557	60.3	69.2	29	>95	>95																216	65.7	69.4	223	50.7	57.8	216	55.1	59.7										216	61.1	70.8	223	59.2	73.1	217	44.7	60.8				217	80.6	88.9
Lincoln County Schools	550324	Kiser Intermediate	Southwest Region	04-05	Y	D	52	D	50	D	48	NotMet	-3.81	19	100.0													954	40.7	49.2										<10	*	*	186	37.6	41.9	193	42.5	46.6										<10	*	*	186	32.8	43.0	193	35.8	49.2										194	54.6	64.4			
Lincoln County Schools	550328	Iron Station Elementary	Southwest Region	PK-05	Y	B	72	C	67	B	72	Exceeded	7.92	11	100.0													533	55.3	66.0										88	53.4	68.2	69	59.4	62.3	73	60.3	68.5										88	52.3	63.6	69	50.7	66.7	73	42.5	54.8										73	69.9	78.1			
Lincoln County Schools	550330	LCST	Southwest Region	UN-GR	Y	I										N																																																																	
Lincoln County Schools	550332	Lincolnton High	Southwest Region	09-12	Y	C	61					NotMet	-6.09	30	100.0	N		175	46.9	66	72.7	198	>95	222	86.0	212	93.4	649	36.5	46.2	216	29.2	38.4	210	38.6	49.5	223	41.7	50.7																																										
Lincoln County Schools	550334	Lincolnton Middle	Southwest Region	06-08	Y	C	65	C	63	C	57	Exceeded	6.42	21	100.0													1296	47.2	57.9	21	>95	>95																164	39.6	48.2	173	38.2	49.7	201	43.8	51.2										164	47.6	61.0	173	41.6	55.5	201	38.3	53.2				199	72.9	79.4
Lincoln County Schools	550336	Love Memorial Elementary	Southwest Region	PK-05	Y	C	66	C	59	C	66	Exceeded	3.55	9	100.0													335	50.7	60.3										39	35.9	46.2	46	67.4	76.1	55	50.9	56.4										39	41.0	51.3	46	52.2	54.3	55	34.5	54.5										55	69.1	78.2			
Lincoln County Schools	550340	Childers Elementary	Southwest Region	PK-05	Y	B	77	B	71	B	79	Exceeded	3.43	13	100.0													479	64.7	74.3										69	63.8	75.4	76	78.9	81.6	63	69.8	76.2										69	50.7	62.3	76	61.8	73.7	63	47.6	63.5										63	79.4	87.3			
Lincoln County Schools	550342	North Brook Elementary	Southwest Region	PK-05	Y	B	70	C	64	B	72	Exceeded	3.67	11	100.0													442	56.6	65.2										65	63.1	73.8	63	63.5	63.5	62	59.7	67.7										65	49.2	55.4	63	41.3	63.5	62	48.4	59.7										62	71.0	72.6			
Lincoln County Schools	550344	North Lincoln High	Southwest Region	09-12	Y	B	81					Met	1.89	24	100.0	N		224	70.5	76	81.6	230	>95	228	>95	240	93.8	817	62.8	71.7	269	62.5	76.2	289	64.4	69.2	259	61.4	69.9																																										
Lincoln County Schools	550348	Pumpkin Center Primary	Southwest Region	PK-02	Y	I																																																																											
Lincoln County Schools	550349	Pumpkin Center Intermediate	Southwest Region	03-05	Y	C	69	C	66	C	69	Met	-0.57	13	100.0													764	60.1	67.4										113	61.1	68.1	118	60.2	61.0	100	67.0	73.0										113	57.5	69.0	118	50.0	63.6	101	49.5	57.4										101	77.2	81.2			
Lincoln County Schools	550350	North Lincoln Middle	Southwest Region	06-08	Y	B	74	B	73	C	67	Met	-0.74	19	100.0													1738	65.9	73.5	49	>95	>95																254	58.3	65.7	245	65.7	72.2	230	55.7	63.0										253	61.3	66.4	245	66.5	79.2	231	61.0	71.9				231	86.6	91.8
Lincoln County Schools	550356	Rock Springs Elementary	Southwest Region	PK-05	Y	B	84	B	81	A	85	Exceeded	3.14	12	100.0													681	76.2	83.6										106	75.5	84.0	74	83.8	89.2	107	80.4	84.1										106	74.5	82.1	74	68.9	77.0	107	65.4	78.5										107	85.0	89.7			
Lincoln County Schools	550360	S Ray Lowder Elementary	Southwest Region	PK-03	Y	B	75	B	75	B	74	Met	0.7	4	100.0													100	66.0	73.0										47	68.1	74.5				<10	*	*										47	66.0	72.3				<10	*	*										<10	*	*			
Lincoln County Schools	550362	St James Elementary	Southwest Region	PK-05	Y	B	84	B	80	A	85	Met	1.66	12	100.0													631	76.2	83.5										82	74.4	86.6	94	84.0	85.1	93	77.4	83.9										82	75.6	81.7	94	64.9	81.9	93	68.8	76.3										93	88.2	89.2			
