2016-17 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
An * or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	State Board District	Grade Span	Title I School	School Performance Grade (SPG)	SPG Score	Reading SPG	Reading SPG Score	Math SPG	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Number of Participation Targets	Percent Participation Targets Met	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WOrkKeys Percent	Passing NC Math 3 Denominator	Passing NC Math 3 Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	NC Math 1 Denominator	NC Math 1 Percent College/Career Ready	NC Math 1 Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Catawba County Schools	180326	Charles H Tuttle Elementary	Northwest	0K-06	Y	C	69	C	64	B	70	Met	0.83	13	100.0													661	54.0	65.8										63	41.3	54.0	78	60.3	66.7	83	72.3	78.3	65	53.8	61.5							63	42.9	58.7	78	43.6	57.7	83	38.6	59.0	65	52.3	67.7							83	74.7	83.1			
Catawba County Schools	180332	Claremont Elementary	Northwest	PK-06	Y	C	58	C	55	D	54	Exceeded	2.27	13	100.0													555	40.0	51.0										61	26.2	39.3	64	45.3	53.1	67	50.7	56.7	52	32.7	36.5							61	31.1	42.6	64	34.4	48.4	67	31.3	47.8	52	34.6	50.0							67	68.7	79.1			
Catawba County Schools	180336	Clyde Campbell Elementary	Northwest	0K-06	Y	C	69	B	70	C	68	Met	0.7	15	100.0													777	56.5	66.2										75	66.7	76.0	71	53.5	63.4	97	47.4	52.6	97	59.8	69.1							75	65.3	77.3	71	53.5	64.8	97	46.4	55.7	97	56.7	71.1							97	61.9	69.1			
Catawba County Schools	180340	Fred T Foard High	Northwest	09-12		C	68					NotMet	-4.51	28	96.4	N		226	56.2	74	74.3	243	94.7	260	93.8	267	93.3	753	47.1	58.8	260	41.5	53.8	249	47.0	56.6	244	53.3	66.4																																										
Catawba County Schools	180342	Jacobs Fork Middle	Northwest	07-08		B	71	C	68	C	61	Exceeded	3.74	19	100.0													1274	57.1	65.9	31	>95	>95																			223	47.1	54.3	266	49.2	54.9													223	59.2	70.4	265	47.2	60.0				266	76.7	85.0
Catawba County Schools	180343	Lyle Creek Elementary	Northwest	0K-06	Y	C	59	C	59	C	58	Met	0.96	15	86.7													657	39.7	52.7										72	25.0	40.3	79	55.7	62.0	73	39.7	50.7	68	44.1	50.0							72	31.9	51.4	79	36.7	54.4	73	39.7	50.7	68	42.6	57.4							73	41.1	56.2			
Catawba County Schools	180344	Maiden Elementary	Northwest	0K-06	Y	C	65	C	63	C	65	Exceeded	3.88	15	100.0													712	46.9	58.7										88	51.1	65.9	73	46.6	57.5	74	51.4	59.5	84	38.1	51.2							88	45.5	56.8	73	41.1	56.2	74	40.5	51.4	84	54.8	64.3							74	52.7	64.9			
Catawba County Schools	180346	Maiden Middle School	Northwest	07-08		C	61	C	56	C	58	Met	0.31	17	100.0													1180	48.5	56.4	33	>95	>95																			201	51.2	56.7	248	40.7	45.6													202	52.5	58.9	248	34.7	45.2				248	57.7	70.2
Catawba County Schools	180348	Maiden High	Northwest	09-12		B	70					Met	-1.07	27	100.0	N		212	52.8	86	73.3	228	>95	243	92.2	216	85.2	709	42.6	56.3	247	36.0	50.2	255	45.9	60.4	207	46.4	58.5																																										
Catawba County Schools	180352	Mill Creek Middle	Northwest	07-08		C	69	C	66	C	63	Met	-0.29	20	100.0													1115	58.0	67.0	54	>95	>95																			178	57.3	61.2	235	48.5	57.0													178	59.0	69.1	235	43.8	56.6				235	71.9	82.6
Catawba County Schools	180356	Mountain View Elementary	Northwest	PK-06	Y	B	73	B	70	B	74	Met	1.66	13	100.0													1086	59.9	70.7										120	61.7	70.8	123	75.6	78.0	118	61.0	68.6	123	58.5	64.2							120	50.0	65.0	123	51.2	67.5	118	44.9	66.9	123	64.2	72.4							118	72.0	83.1			
Catawba County Schools	180360	Oxford Elementary	Northwest	PK-06	Y	D	52	C	55	D	51	NotMet	-3.01	17	100.0													747	38.3	49.3										67	35.8	46.3	98	46.9	55.1	83	42.2	44.6	84	35.7	44.0							67	26.9	38.8	98	32.7	51.0	83	31.3	44.6	84	50.0	63.1							83	39.8	51.8			
Catawba County Schools	180364	River Bend Middle	Northwest	07-08		C	58	C	56	D	53	Met	-1.15	22	100.0													1198	43.1	54.2	29	>95	>95																			229	42.4	49.8	236	34.3	44.5													230	42.6	53.9	237	33.3	46.8				237	55.7	70.0
Catawba County Schools	180368	Sherrills Ford Elementary	Northwest	0K-06		B	75	B	74	B	72	Met	1.74	12	100.0													683	63.0	72.6										62	56.5	64.5	90	63.3	68.9	79	60.8	67.1	71	71.8	76.1							62	56.5	66.1	90	63.3	74.4	79	44.3	68.4	71	70.4	77.5							79	78.5	88.6			
Catawba County Schools	180372	Saint Stephens Elementary	Northwest	0K-06	Y	D	53	D	52	D	46	Exceeded	2.94	18	100.0													926	32.3	43.8										117	29.1	43.6	93	17.2	24.7	102	49.0	56.9	100	13.0	23.0							117	29.1	40.2	93	22.6	34.4	102	37.3	48.0	100	37.0	51.0							102	54.9	70.6			
Catawba County Schools	180376	Saint Stephens High	Northwest	09-12		C	66					NotMet	-2.11	33	93.9	N		299	56.5	87	69.0	279	90.0	302	90.1	344	86.9	999	41.3	52.7	355	43.7	58.0	316	38.9	45.6	328	41.2	53.7																																										
Catawba County Schools	180379	Snow Creek Elementary	Northwest	PK-06	Y	C	69	C	66	C	68	Exceeded	3.92	15	100.0													723	54.9	63.9										65	53.8	66.2	76	51.3	59.2	90	65.6	71.1	84	48.8	52.4				<10	*	*	65	43.1	60.0	76	47.4	57.9	90	52.2	67.8	84	48.8	57.1				<10	*	*	90	75.6	78.9	<10	*	*
Catawba County Schools	180380	Startown Elementary	Northwest	PK-06	Y	B	70	C	63	B	75	Met	-0.42	14	100.0													673	58.8	67.5										74	70.3	78.4	75	69.3	80.0	65	70.8	70.8	90	60.0	65.6							74	56.8	62.2	75	44.0	65.3	65	41.5	47.7	90	52.2	61.1							65	66.2	76.9			
Catawba County Schools	180388	Webb A Murray Elementary	Northwest	PK-06	Y	C	69	C	63	B	71	Met	1.26	14	100.0													496	53.4	65.1										60	61.7	70.0	50	46.0	60.0	58	62.1	72.4	51	60.8	72.5							60	51.7	58.3	50	32.0	54.0	58	37.9	51.7	51	60.8	68.6							58	65.5	77.6			
Hickory City Schools	181	Hickory City Schools	Northwest											70	95.7			277	50.5	94	69.1	259	>95	301	85.0	294	87.1	5761	44.9	55.0	480	41.9	53.5	302	36.8	44.4	327	45.9	56.9	328	47.9	62.5	332	52.7	59.3	350	49.7	56.6	347	39.2	48.4	313	40.6	47.6	321	41.4	46.4	328	43.6	55.2	332	41.6	56.9	350	35.4	50.6	347	45.5	57.6	312	47.4	56.1	321	37.4	48.6	350	51.7	61.7	321	65.4	71.7
Hickory City Schools	181312	Northview Middle	Northwest	06-08	Y	B	70	C	63	C	65	Exceeded	5.76	27	100.0		Y											1400	55.7	63.9	66	>95	>95																196	46.9	55.6	183	46.4	54.6	192	55.2	61.5										196	51.5	64.8	183	56.3	63.9	192	40.6	53.1				192	77.6	81.3
Hickory City Schools	181316	Grandview Middle	Northwest	06-08	Y	D	47	D	51	D	40	NotMet	-3.8	22	100.0		Y											1001	34.7	43.9	53	54.7	77.4																151	29.1	39.1	130	32.3	37.7	129	20.9	24.0										151	37.7	48.3	129	34.9	45.0	129	32.6	41.9				129	47.3	57.4
Hickory City Schools	181318	Hickory Career Arts Magnet High School	Northwest	06-12	Y	C	68					Met	-0.95	9	100.0	N	Y	37	45.9	32	78.1	37	>95	40	87.5	39	87.2	121	37.2	52.1	37	5.4	18.9	39	46.2	61.5	45	55.6	71.1																																										
Hickory City Schools	181322	Hickory High	Northwest	09-13		C	59					NotMet	-10.97	37	94.6	N	Y	240	51.3	62	64.5	222	>95	254	86.6	250	88.8	869	37.1	46.8	324	32.1	44.1	263	35.4	41.8	282	44.3	54.6																																										
Hickory City Schools	181326	W M Jenkins Elementary	Northwest	PK-05	Y	B	71	C	69	B	71	Exceeded	4.38	15	100.0		Y											528	58.0	66.3										69	55.1	63.8	72	62.5	68.1	82	63.4	67.1										69	50.7	59.4	72	52.8	68.1	82	52.4	64.6										82	67.1	72.0			
Hickory City Schools	181332	Longview Elementary	Northwest	PK-05	Y	C	61	C	56	B	70	Met	-1.61	12	100.0		Y											459	43.8	58.6										63	47.6	61.9	63	66.7	73.0	69	53.6	65.2										63	31.7	44.4	63	39.7	60.3	69	31.9	50.7										69	36.2	55.1			
Hickory City Schools	181336	Oakwood Elementary	Northwest	PK-05	Y	B	73	C	69	B	73	Exceeded	3.21	9	100.0		Y											409	57.2	68.7										68	48.5	70.6	60	56.7	66.7	51	68.6	72.5										68	55.9	66.2	60	50.0	58.3	51	51.0	70.6										51	74.5	78.4			
Hickory City Schools	181342	Southwest Elementary	Northwest	PK-05	Y	D	49	D	47	D	48	Met	1.23	11	100.0		Y											387	29.2	40.1										52	40.4	53.8	53	30.2	35.8	59	27.1	30.5										52	30.8	44.2	53	28.3	45.3	59	15.3	27.1										59	33.9	45.8			
Hickory City Schools	181344	Viewmont Elementary	Northwest	PK-05	Y	C	59	C	56	C	59	Met	1.15	18	100.0		Y											587	40.5	52.5										76	46.1	60.5	84	45.2	51.2	89	38.2	48.3										76	44.7	57.9	84	35.7	51.2	89	27.0	41.6										89	48.3	58.4			
Newton Conover City Schools	182	Newton Conover City Schools	Northwest											61	98.4			230	57.8	59	78.0	243	>95	252	>95	232	>95	3816	47.4	59.4	199	57.8	70.4	200	28.0	42.0	269	45.4	59.5	243	53.9	68.7	254	52.4	61.8	215	61.4	71.2	221	48.0	55.7	183	46.4	50.8	234	35.0	41.9	243	43.2	55.6	254	39.4	58.7	215	34.4	51.2	221	51.6	63.3	182	53.3	63.2	234	31.2	50.4	215	62.8	70.7	234	63.2	74.4
Newton Conover City Schools	182304	Conover Special Education	Northwest	PK-13		N/A		N/A		N/A						N																																																																	
Newton Conover City Schools	182316	Newton-Conover High	Northwest	09-12		C	69					Met	1.61	26	100.0	N	Y	173	45.7	59	78.0	192	94.8	201	>95	208	>95	522	33.7	48.5	108	44.4	58.3	199	27.6	41.7	215	34.0	49.8																																										
Newton Conover City Schools	182321	Newton-Conover Middle	Northwest	06-08		C	62	C	63	C	55	Met	-0.56	28	100.0		Y											1544	47.7	58.0	35	88.6	>95																221	48.0	55.7	183	46.4	50.8	234	35.0	41.9										221	51.6	63.3	182	53.3	63.2	234	31.2	50.4				234	63.2	74.4
Newton Conover City Schools	182322	Shuford Elementary	Northwest	PK-05	Y	B	79	B	70	B	83	Exceeded	7.19	15	100.0		Y											566	61.1	74.7										75	80.0	90.7	100	61.0	70.0	72	72.2	81.9										75	57.3	73.3	100	41.0	63.0	72	43.1	65.3										72	80.6	84.7			
Newton Conover City Schools	182324	South Newton Elementary	Northwest	PK-05	Y	C	62	C	57	C	62	Exceeded	2.36	14	100.0		Y											481	42.8	55.5										80	38.8	53.8	66	42.4	56.1	63	52.4	58.7										80	33.8	45.0	66	37.9	57.6	63	38.1	50.8										63	60.3	69.8			
Newton Conover City Schools	182328	North Newton Elementary	Northwest	PK-05	Y	C	61	D	52	C	68	Met	-0.33	15	100.0		Y											592	43.6	56.3										88	45.5	63.6	88	50.0	56.8	80	58.8	71.3										88	39.8	50.0	88	38.6	54.5	80	23.8	38.8										80	48.8	58.8			
Newton Conover City Schools	182700	Discovery High School	Northwest	09-12		A	89					Met	-1.43	10	100.0	N	Y	57	94.7			51	>95	51	>95	24	>95	111	77.5	86.5	56	64.3	75.0	<10	*	*	54	90.7	>95																																										
Chatham County Schools	190	Chatham County Schools	North Central											79	94.9			601	61.4	229	75.5	576	94.8	653	87.7	594	88.6	11848	50.7	61.2	957	51.9	61.5	682	45.0	52.8	689	48.0	57.9	702	57.8	71.4	673	53.5	61.8	689	55.9	62.8	713	52.5	60.9	653	46.7	52.2	658	44.5	51.5	702	48.9	59.8	673	46.2	62.4	688	42.9	58.0	712	54.8	66.3	652	50.8	61.2	658	43.3	56.8	689	52.4	65.5	658	66.6	76.6
Chatham County Schools	190304	Bennett School	North Central	PK-08		C	69	B	73	C	62	Met	0.58	8	100.0		Y											378	56.9	66.4	<10	*	*							14	>95	>95	29	65.5	75.9	24	62.5	66.7	35	31.4	45.7	22	31.8	36.4	34	41.2	47.1	14	78.6	92.9	29	69.0	82.8	24	54.2	62.5	35	48.6	60.0	22	59.1	72.7	34	52.9	64.7	24	62.5	70.8	34	70.6	79.4
Chatham County Schools	190308	Bonlee School	North Central	0K-08	Y	C	64	C	59	C	63	Met	0.87	13	100.0		Y											535	47.5	59.8										32	46.9	62.5	26	46.2	53.8	40	65.0	65.0	38	57.9	71.1	38	52.6	55.3	49	34.7	42.9	32	28.1	53.1	26	38.5	57.7	40	40.0	47.5	38	50.0	63.2	38	44.7	57.9	49	32.7	53.1	40	47.5	70.0	49	73.5	81.6
Chatham County Schools	190310	SAGE Academy	North Central	09-12		N/A		N/A		N/A		NotMet	-2.41	1	100.0	N		14	14.3	18	27.8	36	30.6	35	94.3	35	>95	36	8.3	13.9	<10	*	*	14	14.3	21.4	17	5.9	11.8																																										
Chatham County Schools	190312	Chatham Middle	North Central	06-08	Y	D	54	D	53	D	50	Met	-0.2	25	100.0		Y											1295	36.1	48.3	54	64.8	85.2																197	43.1	54.8	165	26.7	31.5	173	23.1	32.9										196	38.8	53.1	164	34.8	47.0	173	30.1	43.9				173	45.7	60.7
Chatham County Schools	190316	Chatham Central High	North Central	09-12		B	72					Met	-0.64	21	100.0	N	Y	99	62.6	44	77.3	98	>95	106	93.4	85	89.4	317	41.6	55.5	113	36.3	48.7	98	49.0	62.2	106	40.6	56.6																																										
Chatham County Schools	190328	Horton Middle	North Central	05-08	Y	C	65	C	67	C	58	Met	-1.87	20	100.0		Y											1036	54.3	63.8	20	95.0	>95													111	55.0	62.2	110	44.5	50.9	95	35.8	45.3	91	53.8	58.2							111	51.4	66.7	110	63.6	78.2	95	45.3	53.7	91	49.5	62.6	111	59.5	68.5	91	76.9	83.5
Chatham County Schools	190332	J S Waters School	North Central	0K-08	Y	C	68	C	63	C	69	Met	-0.59	11	100.0		Y											487	54.6	65.5	<10	*	*							38	68.4	84.2	34	70.6	82.4	34	61.8	70.6	32	40.6	46.9	29	48.3	65.5	39	46.2	48.7	38	55.3	60.5	34	50.0	73.5	34	38.2	52.9	32	62.5	65.6	29	44.8	65.5	39	46.2	48.7	34	67.6	82.4	39	59.0	69.2
Chatham County Schools	190336	Jordan Matthews High	North Central	09-12		C	59					NotMet	-3.06	34	88.2	N	Y	168	45.2	79	78.5	140	>95	169	83.4	178	86.5	669	32.6	41.7	255	25.9	36.5	204	36.3	42.6	210	37.1	47.1																																										
Chatham County Schools	190339	Margaret B. Pollard Middle	North Central	06-08		B	75	C	67	B	74	Exceeded	2.02	26	100.0		Y											1625	65.0	72.7	129	94.6	>95																216	66.2	71.8	220	64.5	67.7	208	56.3	63.5										216	63.4	72.7	220	63.6	70.9	208	47.6	63.5				208	75.0	82.7
Chatham County Schools	190340	Moncure School	North Central	PK-08	Y	C	66	C	66	C	64	Exceeded	4.78	12	100.0		Y											447	50.8	60.4	<10	*	*							37	40.5	56.8	30	46.7	46.7	28	50.0	60.7	37	64.9	67.6	40	55.0	57.5	24	41.7	41.7	37	37.8	51.4	30	53.3	73.3	28	35.7	50.0	37	56.8	70.3	40	60.0	67.5	24	45.8	50.0	28	57.1	64.3	24	54.2	79.2
Chatham County Schools	190341	North Chatham Elementary	North Central	PK-05	Y	C	68	C	66	C	68	Exceeded	2.41	17	100.0		Y											621	50.9	63.0										104	43.3	56.7	85	54.1	62.4	81	64.2	71.6										104	45.2	51.9	85	51.8	69.4	81	46.9	67.9										81	54.3	65.4			
Chatham County Schools	190342	Northwood High	North Central	09-12		B	73					Met	-1.88	37	100.0	N	Y	320	71.6	88	81.8	302	>95	339	88.5	289	89.3	1070	53.7	61.7	348	52.6	61.2	366	50.0	57.1	356	58.7	66.9																																										
Chatham County Schools	190346	Perry W Harrison Elementary	North Central	PK-05		B	76	B	79	B	74	NotMet	-2.96	13	100.0		Y											813	69.7	78.2										120	78.3	88.3	117	66.7	75.2	113	62.8	69.9										120	75.0	85.0	117	67.5	75.2	113	69.0	77.0										113	68.1	76.1			
Chatham County Schools	190348	Pittsboro Elementary	North Central	PK-04	Y	B	75	B	71	B	78	Exceeded	5.62	12	100.0		Y											424	57.8	70.3										100	57.0	70.0	112	68.8	77.7													100	52.0	64.0	112	52.7	68.8																		
Chatham County Schools	190350	Siler City Elementary	North Central	PK-05	Y	C	61	D	53	C	67	Exceeded	3.22	17	100.0		Y											792	38.3	54.2										115	53.9	72.2	103	48.5	54.4	119	44.5	57.1										115	33.9	46.1	103	25.2	50.5	118	22.0	40.7										119	39.5	58.0			
Chatham County Schools	190352	Silk Hope School	North Central	0K-08	Y	B	73	B	70	B	71	Exceeded	3.21	15	100.0		Y											668	60.2	69.8	16	87.5	>95							51	72.5	78.4	45	44.4	55.6	52	59.6	61.5	48	56.3	66.7	44	50.0	59.1	40	70.0	77.5	51	64.7	76.5	45	35.6	51.1	52	51.9	61.5	48	62.5	68.8	44	54.5	70.5	40	65.0	75.0	52	57.7	73.1	40	92.5	95.0
Chatham County Schools	190370	Virginia Cross Elementary	North Central	PK-05	Y	D	50	D	49	D	52	Met	-1.29	13	100.0		Y											627	30.9	43.9										91	45.1	61.5	92	21.7	31.5	87	47.1	50.6										91	29.7	39.6	92	26.1	38.0	87	19.5	42.5										87	27.6	43.7			
Chatham County Schools	190501	Chatham School of Science & Engineering	North Central	09-09		A	100									N												<10	*	*	<10	*	*																																																
Cherokee County Schools	200	Cherokee County Schools	Western											44	95.5			251	59.8	123	82.1	263	>95	268	92.5	292	91.4	4403	51.0	62.8	393	46.8	59.8	333	36.6	49.8	299	47.8	60.9	261	64.8	74.3	233	54.9	67.4	240	52.9	60.0	248	37.9	49.6	200	47.0	56.0	258	36.0	45.3	262	58.0	67.9	232	50.4	67.7	240	47.9	64.2	248	48.4	62.1	200	55.5	64.0	258	41.5	57.8	240	70.8	80.8	258	76.7	86.4
Cherokee County Schools	200304	Andrews Elementary	Western	PK-05	Y	B	80	B	79	B	78	Exceeded	3.34	8	100.0		Y											335	66.6	78.5										58	79.3	87.9	51	56.9	68.6	39	69.2	76.9										58	70.7	79.3	51	54.9	74.5	39	56.4	74.4										39	76.9	87.2			
Cherokee County Schools	200308	Andrews High	Western	09-12		B	71					NotMet	-2.12	15	100.0	N	Y	63	57.1	24	91.7	65	>95	71	>95	76	93.4	192	37.0	54.7	53	41.5	64.2	71	28.2	46.5	68	42.6	55.9																																										
Cherokee County Schools	200310	Andrews Middle	Western	06-08		C	68	C	62	C	61	Met	-0.36	11	100.0		Y											474	49.8	65.4	23	73.9	>95	16	87.5	>95													62	43.5	59.7	49	51.0	59.2	71	35.2	49.3										62	48.4	62.9	49	44.9	53.1	71	32.4	60.6				71	74.6	88.7
Cherokee County Schools	200312	Hiwassee Dam Elementary/Middle	Western	PK-08	Y	B	77	B	74	B	76	Met	1.59	8	100.0		Y											293	65.9	75.4	12	>95	>95							21	57.1	66.7	17	64.7	82.4	21	90.5	>95	16	50.0	62.5	19	63.2	73.7	24	62.5	66.7	21	47.6	57.1	17	58.8	82.4	21	76.2	85.7	16	50.0	62.5	19	68.4	68.4	24	58.3	70.8	21	90.5	>95	24	58.3	66.7
Cherokee County Schools	200314	Hiwassee Dam High	Western	09-12		B	75					Met	1.08	12	100.0	N	Y	44	50.0	30	86.7	49	>95	50	94.0	45	>95	172	47.1	62.8	52	44.2	59.6	64	48.4	56.3	56	48.2	73.2																																										
Cherokee County Schools	200316	Marble Elementary	Western	PK-05	Y	C	60	C	61	D	53	Met	-1.98	4	100.0		Y											131	38.9	58.0										17	47.1	58.8	17	29.4	52.9	21	19.0	38.1										17	47.1	52.9	17	41.2	70.6	21	28.6	52.4										21	61.9	81.0			
Cherokee County Schools	200320	Martins Creek Elementary/Mid	Western	PK-08	Y	B	71	B	71	C	64	Met	1.15	9	100.0		Y											371	60.4	67.9	11	90.9	>95	<10	*	*				24	83.3	87.5	21	66.7	76.2	32	59.4	65.6	30	30.0	36.7	16	50.0	50.0	27	44.4	44.4	24	66.7	79.2	21	52.4	71.4	32	59.4	71.9	30	46.7	60.0	16	68.8	75.0	27	48.1	59.3	32	75.0	78.1	27	85.2	85.2
Cherokee County Schools	200322	The Oaks Academy	Western	06-12		N/A		N/A		N/A						N						<10	*																																																										
Cherokee County Schools	200324	Murphy Elementary	Western	PK-05	Y	C	68	C	67	C	64	Met	1.29	11	100.0		Y											532	54.5	64.7										87	62.1	71.3	66	45.5	57.6	75	45.3	52.0										88	54.5	61.4	66	54.5	66.7	75	42.7	60.0										75	74.7	82.7			
Cherokee County Schools	200328	Murphy High	Western	09-12		C	59					NotMet	-6.89	19	100.0	N	Y	108	55.6	62	74.2	113	>95	113	93.8	99	>95	431	29.0	39.4	150	20.0	30.0	138	21.7	33.3	143	45.5	55.2																																										
Cherokee County Schools	200330	Murphy Middle	Western	06-08		C	63	C	61	D	53	Met	-0.72	12	100.0		Y											760	50.3	60.1	33	93.9	>95																115	33.0	44.3	88	42.0	54.5	107	34.6	43.0										115	46.1	59.1	88	55.7	64.8	107	43.0	53.3				107	85.0	90.7
Cherokee County Schools	200332	Peachtree Elementary	Western	PK-05	Y	B	76	B	71	B	79	Met	0.47	6	100.0		Y											164	62.2	75.0										15	46.7	66.7	31	74.2	80.6	24	75.0	79.2										15	46.7	80.0	31	48.4	67.7	24	54.2	66.7										24	79.2	83.3			
Cherokee County Schools	200336	Ranger Elementary/Middle	Western	PK-08	Y	C	60	C	64	D	54	Met	-1.36	10	100.0		Y											430	43.7	57.4	13	69.2	84.6	<10	*	*				39	56.4	66.7	30	53.3	66.7	28	21.4	25.0	25	48.0	56.0	28	42.9	46.4	29	13.8	27.6	39	56.4	66.7	29	34.5	44.8	28	25.0	42.9	25	60.0	76.0	28	57.1	71.4	29	37.9	55.2	28	32.1	53.6	29	58.6	82.8
Cherokee County Schools	200350	Tri-County Early College High	Western	09-13		B	82					NotMet	-2.02	9	100.0	N		36	88.9	<10	*	33	>95	29	93.1	27	>95	118	66.1	77.1	46	65.2	78.3	40	65.0	77.5	32	68.8	75.0																																										
Edenton-Chowan Schools	210	Edenton-Chowan Schools	Northeast											44	100.0			137	47.4	41	80.5	125	>95	151	84.1	137	91.2	2772	44.6	55.4	199	34.2	40.7	154	33.1	41.6	158	44.3	50.0	183	57.4	71.6	180	49.4	60.0	170	62.4	71.2	146	32.2	41.1	140	32.1	35.7	151	26.5	35.8	183	48.1	55.2	180	43.3	62.8	170	46.5	67.1	146	45.2	58.9	140	42.1	50.7	151	33.8	43.0	170	62.4	78.2	151	58.3	69.5
Edenton-Chowan Schools	210304	Chowan Middle	Northeast	06-08		C	57	C	58	D	46	Exceeded	3.13	15	100.0		Y											1055	39.8	49.1	30	80.0	90.0																146	32.2	41.1	140	32.1	35.7	151	26.5	35.8										146	45.2	58.9	140	42.1	50.7	151	33.8	43.0				151	58.3	69.5
Edenton-Chowan Schools	210306	D F Walker Elementary	Northeast	03-05	Y	B	71	C	67	B	71	Exceeded	3.54	16	100.0		Y											1236	52.7	66.4										183	57.4	71.6	180	49.4	60.0	170	62.4	71.2										183	48.1	55.2	180	43.3	62.8	170	46.5	67.1										170	62.4	78.2			
Edenton-Chowan Schools	210312	John A Holmes High	Northeast	09-12		C	58					NotMet	-7.4	22	100.0	Y		137	47.4	41	80.5	125	>95	151	84.1	137	91.2	481	34.3	41.0	169	26.0	32.0	154	33.1	41.6	158	44.3	50.0																																										
Edenton-Chowan Schools	210316	White Oak Elementary	Northeast	PK-02	Y	I																																																																											
Clay County Schools	220	Clay County Schools	Western											34	100.0			88	60.2	44	70.5	64	>95	75	89.3	87	82.8	1813	42.8	54.2	113	46.0	55.8	102	44.1	52.0	96	46.9	55.2	109	50.5	62.4	92	57.6	65.2	110	30.0	38.2	119	39.5	47.1	104	27.9	39.4	108	42.6	48.1	109	42.2	61.5	92	37.0	53.3	110	29.1	42.7	119	49.6	63.0	104	44.2	57.7	108	33.3	48.1	110	40.9	57.3	108	67.6	75.0
Clay County Schools	220308	Hayesville Elementary	Western	PK-04	Y	C	66	C	63	C	68	Exceeded	2.53	6	100.0													402	46.8	60.7										109	50.5	62.4	92	57.6	65.2													109	42.2	61.5	92	37.0	53.3																		
Clay County Schools	220310	Hayesville High	Western	09-12		B	70					Exceeded	2.36	18	100.0	N		88	60.2	44	70.5	64	>95	75	89.3	87	82.8	311	45.7	54.3	113	46.0	55.8	102	44.1	52.0	96	46.9	55.2																																										
Clay County Schools	220312	Hayesville Middle	Western	05-08		D	53	D	54	D	49	NotMet	-4.7	16	100.0													1100	40.5	51.7																110	30.0	38.2	119	39.5	47.1	104	27.9	39.4	108	42.6	48.1							110	29.1	42.7	119	49.6	63.0	104	44.2	57.7	108	33.3	48.1	110	40.9	57.3	108	67.6	75.0
Cleveland County Schools	230	Cleveland County Schools	Southwest											74	98.6			1026	56.2	499	73.5	1094	>95	1189	89.7	1253	89.2	19656	48.6	58.2	1419	45.5	55.7	1205	42.7	51.4	1201	43.8	55.1	1196	55.4	66.2	1165	52.3	58.8	1054	60.8	66.7	1203	50.6	57.3	1064	38.2	44.4	1137	35.0	41.4	1196	46.4	58.9	1165	40.9	54.9	1055	42.9	57.1	1203	51.9	62.2	1064	45.1	53.4	1137	37.8	49.7	1055	66.3	76.2	1137	71.6	80.7
