NCAccModel_2014_Summary																																																																																
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																
District Name	School Code	School Name	SBE Region	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	Percent Teachers Meet/Exceed Growth	AMO Target Denominator	AMO Target Percent	Graduation Project	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	MCR Denominator	MCR Percent	Cohort Graduation Rate Standard Denominator	Cohort Graduation Rate Standard Percent	Cohort Graduation Rate Extended Denominator	Cohort Graduation Rate Extended Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Wilkes County Schools	970312	C C Wright Elementary	7	PK-05	Y	D	50	D	52	D	47	NotMet	77.8	29	62.1												492	34.3	47.6										64	29.7	43.8	62	30.6	38.7	80	36.3	47.5										64	34.4	50.0	62	30.6	43.5	80	28.8	47.5										80	47.5	58.8			
Wilkes County Schools	970315	Central Wilkes Middle	7	06-08		D	47	D	52	D	40	NotMet	62.1	47	63.8												1756	34.9	45.0	30	73.3	90.0																231	34.2	42.4	254	28.0	36.2	252	16.7	23.4										231	41.1	52.4	254	46.1	55.5	252	29.8	42.9				252	44.4	57.5
Wilkes County Schools	970320	East Wilkes High	7	09-12		C	63					NotMet	50.0	39	69.2	Y	126	57.9	60	61.7	110	>95	127	86.6	124	91.1	386	37.8	49.0	134	44.0	57.5	113	30.1	40.7	139	38.1	47.5																																										
Wilkes County Schools	970322	East Wilkes Middle	7	06-08		C	63	C	66	D	54	Exceeded	94.7	31	83.9												1065	46.9	57.7	16	93.8	93.8																154	26.0	35.1	147	35.4	50.3	149	49.0	55.7										154	44.2	57.8	147	50.3	65.3	149	48.3	60.4				149	70.5	76.5
Wilkes County Schools	970337	Millers Creek Elementary	7	PK-05	Y	C	63	C	58	C	64	Met	94.6	27	77.8												954	43.7	57.0										130	42.3	63.1	116	38.8	44.8	154	53.9	66.2										130	41.5	53.1	116	35.3	46.6	154	37.7	54.5										154	52.6	65.6			
Wilkes County Schools	970340	Moravian Falls Elementary	7	PK-05	Y	C	67	C	65	C	67	Exceeded	100.0	21	85.7												246	41.9	61.0										33	33.3	51.5	21	61.9	76.2	46	47.8	60.9										33	42.4	66.7	21	57.1	71.4	46	23.9	50.0										46	43.5	63.0			
Wilkes County Schools	970344	Mount Pleasant Elementary	7	PK-05	Y	C	63	C	64	C	58	Exceeded	100.0	18	77.8												318	45.6	57.2										42	64.3	73.8	36	50.0	55.6	54	27.8	33.3										42	69.0	73.8	36	36.1	44.4	54	33.3	55.6										54	46.3	66.7			
Wilkes County Schools	970348	Mountain View Elementary	7	PK-05	Y	C	65	C	58	C	67	Exceeded	97.0	23	82.6												618	47.9	59.1										92	54.3	63.0	84	45.2	56.0	89	50.6	61.8										92	45.7	55.4	84	34.5	51.2	89	33.7	48.3										88	70.5	77.3			
Wilkes County Schools	970352	Mulberry Elementary	7	PK-05	Y	C	64	C	58	C	65	Exceeded	94.4	23	91.3												487	47.4	57.3										69	37.7	52.2	65	66.2	70.8	73	52.1	57.5										69	31.9	40.6	65	55.4	66.2	73	35.6	46.6										73	54.8	68.5			
Wilkes County Schools	970356	North Wilkes High	7	09-12		C	64					NotMet	16.7	44	81.8	Y	150	54.0	96	74.0	135	93.3	160	91.3	168	91.1	356	34.8	48.9	168	32.7	48.8	12	16.7	16.7	176	38.1	51.1																																										
Wilkes County Schools	970358	North Wilkes Middle	7	06-08		D	52	D	53	D	40	NotMet	62.5	34	73.5												1408	40.2	49.9	31	>95	>95																180	26.7	32.8	186	27.4	35.5	215	29.3	39.1										180	42.8	52.2	186	37.1	48.4	215	39.1	50.7				215	67.0	78.6
Wilkes County Schools	970360	North Wilkesboro Elementary	7	PK-05	Y	D	46	D	52	D	43	NotMet	88.2	21	57.1												325	31.1	42.5										53	34.0	45.3	33	18.2	27.3	51	31.4	39.2										53	43.4	54.7	33	24.2	42.4	51	23.5	37.3										51	35.3	45.1			
Wilkes County Schools	970368	Roaring River Elementary	7	PK-05	Y	D	54	D	54	D	49	Exceeded	100.0	15	60.0												264	32.6	44.7										48	27.1	31.3	30	46.7	50.0	36	27.8	38.9										48	31.3	47.9	30	46.7	63.3	36	22.2	30.6										36	33.3	58.3			
Wilkes County Schools	970370	Ronda-Clingman Elementary	7	PK-05	Y	C	65	C	62	C	62	Exceeded	100.0	17	88.2												320	47.8	59.1										45	35.6	53.3	46	43.5	52.2	46	52.2	58.7										45	48.9	55.6	46	43.5	56.5	46	43.5	58.7										46	67.4	78.3			
Wilkes County Schools	970376	Traphill Elementary	7	PK-05	Y	D	51	D	51	D	52	Met	100.0	17	76.5												225	37.3	46.7										25	40.0	60.0	35	37.1	45.7	35	34.3	40.0										25	40.0	56.0	35	37.1	42.9	35	31.4	40.0										35	42.9	48.6			
Wilkes County Schools	970388	West Wilkes High	7	09-12		B	72					Met	90.0	49	81.6	Y	160	61.9	66	51.5	157	>95	175	92.6	158	90.5	511	48.9	59.7	200	48.0	62.0	155	51.0	59.4	156	48.1	57.1																																										
Wilkes County Schools	970389	West Wilkes Middle	7	06-08		C	65	C	64	C	59	Exceeded	100.0	33	84.8												1518	48.2	58.5	29	>95	>95																213	42.7	50.7	221	45.7	51.6	207	38.2	49.3										213	46.9	58.7	221	51.1	64.7	207	39.1	54.1				207	66.7	75.4
Wilkes County Schools	970390	Wilkes Central High	7	09-12		C	63					NotMet	54.5	61	73.8	Y	176	58.0	62	72.6	180	87.8	203	88.2	216	90.3	614	37.0	49.5	214	36.9	52.8	187	30.5	43.9	213	42.7	51.2																																										
Wilkes County Schools	970392	Wilkesboro Elementary	7	PK-05	Y	B	73	B	70	B	72	Exceeded	100.0	17	100.0												420	58.3	68.6										57	45.6	63.2	57	68.4	70.2	64	62.5	67.2										57	43.9	54.4	57	56.1	73.7	64	54.7	68.8										64	75.0	81.3			
Wilkes County Schools	970393	Wilkes Early College High	7	09-13		B	77					Met	66.7	31	100.0	Y	51	72.5	6	>95	49	>95	48	85.4			166	58.4	71.1	62	41.9	61.3	50	56.0	70.0	54	79.6	83.3																																										
Wilson County Schools	980	Wilson County Schools	3											147	72.1		738	56.6	197	70.6	700	94.0	888	77.8	812	81.2	16671	37.6	49.0	1582	32.5	50.9	986	37.4	46.7	973	45.9	56.9	941	36.7	52.0	941	36.9	43.9	969	40.5	48.3	957	23.8	31.0	948	28.5	35.3	883	28.5	34.8	941	39.1	52.1	941	39.0	51.0	968	32.6	47.9	957	35.8	48.1	948	41.4	52.7	884	42.3	53.5	969	44.1	56.9	883	58.4	70.3
Wilson County Schools	980306	Milton M Daniels Learning Cntr	3	06-12		N/A		N/A		N/A		NotMet		7	0.0	N	<5	*			<5	*					116	<5	<5	17	<5	<5	10	<5	10.0	18	<5	5.6										10	<5	<5	9	<5	<5	11	<5	<5										10	<5	<5	9	<5	<5	11	<5	<5				11	<5	<5
Wilson County Schools	980308	B O Barnes Elementary	3	0K-05	Y	D	42	D	40	D	40	Met	87.5	23	65.2												441	20.6	32.0										64	10.9	26.6	62	14.5	19.4	63	38.1	42.9										64	21.9	29.7	62	17.7	30.6	63	14.3	28.6										63	27.0	46.0			
Wilson County Schools	980317	Charles H Darden Middle	3	06-08	Y	F	38	D	45	F	17	Met	66.7	27	66.7												819	20.6	29.1	22	13.6	40.9																126	7.1	8.7	136	<5	7.4	91	<5	5.5										126	18.3	33.3	136	19.9	32.4	91	30.8	40.7				91	79.1	87.9
Wilson County Schools	980318	Beddingfield High	3	09-12		C	63					Met	70.0	64	81.3	N	143	61.5	89	65.2	166	>95	217	73.7	221	81.9	650	30.5	45.8	220	20.5	45.5	218	28.9	37.6	212	42.5	54.7																																										
Wilson County Schools	980320	Elm City Elementary	3	0K-05	Y	D	51	C	56	D	44	Met	66.7	21	81.0												364	34.9	45.6										50	32.0	48.0	48	33.3	37.5	56	32.1	37.5										50	34.0	40.0	48	39.6	47.9	56	33.9	55.4										56	39.3	51.8			
Wilson County Schools	980324	Elm City Middle	3	06-08		C	64	C	65	C	58	Met	81.3	42	88.1												1219	49.1	59.0	104	68.3	76.9																162	43.2	50.0	152	44.1	51.3	162	42.0	50.6										162	47.5	59.3	152	55.9	65.8	163	44.8	58.3				162	53.7	66.0
Wilson County Schools	980336	Fike High	3	09-12		C	62					NotMet	54.5	71	70.4	N	254	58.7	53	71.7	232	>95	300	77.3	255	82.4	973	37.7	50.9	367	30.0	49.3	285	41.1	50.2	321	43.6	53.3																																										
Wilson County Schools	980338	Forest Hills Middle	3	06-08		C	55	C	60	D	42	Met	66.7	41	82.9												1486	38.0	49.0	103	51.5	69.9																216	20.8	28.7	213	31.0	38.0	175	26.9	35.4										216	32.4	45.4	213	45.1	55.9	175	46.9	60.0				175	60.6	73.7
Wilson County Schools	980340	Gardners Elementary	3	0K-05	Y	B	77	B	71	B	78	Exceeded	100.0	25	100.0												356	64.0	75.0										49	55.1	67.3	51	70.6	80.4	52	78.8	80.8										49	49.0	63.3	51	60.8	74.5	52	50.0	67.3										52	82.7	90.4			
Wilson County Schools	980342	James Hunt High	3	09-12		C	61					NotMet	70.6	71	69.0	N	285	50.5	55	78.2	272	88.6	321	83.5	312	84.9	1151	37.4	50.7	365	30.4	49.3	417	36.0	45.1	369	46.1	58.3																																										
Wilson County Schools	980344	John W Jones Elementary	3	0K-05	Y	C	57	C	57	D	54	Exceeded	93.3	31	74.2												684	37.1	49.6										99	37.4	52.5	105	30.5	39.0	92	33.7	46.7										99	50.5	61.6	105	35.2	49.5	92	30.4	41.3										92	42.4	56.5			
Wilson County Schools	980348	Lee Woodard Elementary	3	0K-05	Y	D	45	C	56	F	36	NotMet	75.0	15	53.3												280	30.0	41.1										49	22.4	38.8	36	11.1	13.9	37	29.7	35.1										49	38.8	51.0	36	27.8	44.4	36	38.9	55.6										37	40.5	45.9			
Wilson County Schools	980352	Lucama Elementary	3	0K-05	Y	C	67	C	64	B	74	NotMet	90.9	27	100.0												468	56.4	67.7										62	67.7	80.6	73	64.4	74.0	66	62.1	66.7										62	54.8	69.4	73	57.5	68.5	66	31.8	48.5										66	56.1	66.7			
Wilson County Schools	980356	Margaret Hearne Elementary	3	0K-05	Y	F	35	F	38	F	36	NotMet	55.6	23	52.2												537	16.0	28.7										82	25.6	47.6	83	10.8	16.9	69	14.5	18.8										82	20.7	39.0	83	13.3	28.9	69	8.7	20.3										69	17.4	26.1			
Wilson County Schools	980357	Vick Elementary	3	PK-05	Y	F	38	F	39	F	34	Met	100.0	19	57.9												333	18.6	29.4										48	14.6	25.0	39	17.9	23.1	53	18.9	24.5										48	18.8	41.7	39	15.4	23.1	53	15.1	24.5										53	28.3	41.5			
Wilson County Schools	980360	New Hope Elementary	3	0K-05		C	67	C	69	C	66	NotMet	70.1	26	100.0												672	56.8	69.3										94	62.8	76.6	92	57.6	67.4	100	51.0	62.0										94	61.7	73.4	92	57.6	64.1	100	53.0	70.0										100	55.0	72.0			
Wilson County Schools	980364	Rock Ridge Elementary	3	0K-05	Y	B	81	B	77	B	84	Exceeded	100.0	24	100.0												617	65.3	78.4										86	60.5	80.2	80	81.3	86.3	95	70.5	77.9										86	57.0	72.1	80	70.0	82.5	95	49.5	70.5										95	70.5	81.1			
Wilson County Schools	980380	Speight Middle	3	06-08	Y	D	47	C	56	F	33	NotMet	50.0	40	72.5												1061	32.9	43.4	112	20.5	33.9																144	18.1	27.1	122	22.1	31.1	139	15.1	21.6										144	32.6	46.5	122	43.4	51.6	139	38.8	52.5				139	70.5	81.3
Wilson County Schools	980384	Springfield Middle	3	06-08		D	52	C	61	D	50	NotMet	64.7	40	90.0												1204	41.7	50.8	132	27.3	37.9																151	30.5	37.7	157	38.2	44.6	152	42.8	48.7										151	48.3	58.9	157	43.9	54.8	152	47.4	54.6				152	53.3	67.8
Wilson County Schools	980388	Stantonsburg Elementary	3	0K-05	Y	D	49	D	46	D	43	Exceeded	87.5	21	66.7												356	29.8	39.0										54	20.4	35.2	40	15.0	20.0	56	32.1	37.5										54	27.8	31.5	40	27.5	42.5	56	21.4	39.3										56	58.9	62.5			
Wilson County Schools	980390	Toisnot Middle	3	06-08		C	55	C	60	D	46	Exceeded	92.9	41	80.5												1154	35.4	46.2	81	37.0	60.5																148	21.6	31.8	159	28.3	36.5	153	32.0	35.3										148	35.8	45.9	159	39.0	55.3	153	42.5	52.3				153	47.1	58.2
Wilson County Schools	980392	Vinson-Bynum Elementary	3	0K-05	Y	C	59	C	57	D	54	Met	100.0	23	82.6												493	39.1	52.3										59	32.2	45.8	69	31.9	43.5	79	40.5	48.1										59	39.0	59.3	69	37.7	47.8	79	39.2	50.6										79	50.6	69.6			
Wilson County Schools	980396	Wells Elementary	3	0K-05	Y	D	49	C	55	D	50	NotMet	88.9	24	62.5												595	32.8	44.5										72	33.3	51.4	92	30.4	39.1	89	32.6	42.7										72	37.5	50.0	92	42.4	50.0	89	32.6	44.9										89	21.3	36.0			
Wilson County Schools	980398	Wilson Early College Academy	3	09-13		A	85					Met	100.0	21	95.2	N	54	68.5			29	>95	31	>95	<5	*	168	70.2	85.7	59	54.2	79.7	56	69.6	82.1	53	88.7	>95																																										
Wilson County Schools	980400	Winstead Elementary	3	0K-05	Y	F	38	D	44	F	34	NotMet	60.0	23	56.5												474	18.4	30.8										73	16.4	26.0	71	18.3	19.7	62	14.5	30.6										73	16.4	27.4	71	21.1	39.4	62	21.0	38.7										62	21.0	35.5			
Yadkin County Schools	990	Yadkin County Schools	7											122	77.9		365	57.0	157	62.4	392	92.9	441	86.6	503	83.7	7247	46.8	57.5	434	33.9	48.2	473	48.8	59.0	478	47.9	56.9	415	45.8	61.7	381	43.8	51.2	397	49.6	54.9	397	57.7	66.2	461	35.8	42.5	454	43.8	52.2	415	47.2	60.5	381	41.5	53.8	397	37.0	52.9	398	55.5	65.6	462	46.5	55.8	454	38.8	51.3	396	61.9	73.5	454	62.3	73.6
Yadkin County Schools	990304	Boonville Elementary	7	PK-12	Y	C	66	C	62	C	65	Exceeded	100.0	23	95.7												444	49.8	60.6										58	37.9	58.6	36	30.6	38.9	47	57.4	59.6	55	65.5	74.5	<5	*	*	<5	*	*	58	39.7	53.4	36	33.3	44.4	47	44.7	55.3	56	60.7	69.6	<5	*	*	<5	*	*	46	73.9	80.4	<5	*	*
Yadkin County Schools	990308	Courtney Elementary	7	PK-08	Y	B	77	B	73	B	78	Exceeded	90.0	15	100.0												371	65.2	74.9										36	69.4	80.6	42	42.9	52.4	41	78.0	80.5	46	87.0	91.3							36	61.1	75.0	42	42.9	52.4	41	48.8	73.2	46	73.9	80.4							41	80.5	87.8			
Yadkin County Schools	990312	East Bend Elementary	7	PK-06	Y	C	60	C	58	C	57	Met	100.0	17	82.4												307	42.7	53.7										31	41.9	61.3	29	44.8	51.7	39	43.6	43.6	35	40.0	45.7							31	48.4	61.3	29	31.0	51.7	39	25.6	43.6	35	42.9	54.3							39	64.1	71.8			
Yadkin County Schools	990316	Fall Creek Elementary	7	PK-06	Y	C	64	C	65	C	60	Exceeded	100.0	21	90.5												386	46.9	57.5										39	43.6	56.4	47	42.6	46.8	40	45.0	47.5	47	48.9	61.7							39	48.7	61.5	47	42.6	55.3	40	27.5	47.5	47	63.8	70.2							40	57.5	70.0			
Yadkin County Schools	990320	Forbush Elementary	7	PK-06		B	81	B	77	B	81	Exceeded	100.0	19	100.0												315	68.3	79.7										38	39.5	63.2	38	73.7	84.2	35	71.4	80.0	29	86.2	89.7							38	55.3	68.4	38	68.4	81.6	35	60.0	74.3	29	69.0	82.8							35	>95	>95			
Yadkin County Schools	990321	Forbush Middle	7	07-08		C	58	C	61	D	52	NotMet	52.6	37	89.2												1279	50.6	60.1	36	88.9	>95																			257	42.8	51.0	243	44.0	53.1													257	52.5	63.0	243	44.4	56.4				243	63.8	72.0
Yadkin County Schools	990322	Forbush High	7	08-12		B	70					Exceeded	100.0	58	70.7	N	193	56.5	92	67.4	203	92.1	218	87.6	258	86.4	682	42.4	52.3	176	21.0	35.8	249	50.2	57.4	254	50.0	59.1																<5	*	*																<5	*	*				<5	*	*
Yadkin County Schools	990324	Jonesville Elementary	7	PK-06	Y	C	65	C	65	C	65	Met	100.0	24	100.0												397	51.1	62.5										48	56.3	70.8	43	51.2	53.5	47	55.3	63.8	37	45.9	59.5							48	60.4	70.8	43	44.2	51.2	47	34.0	53.2	37	62.2	67.6							47	51.1	70.2			
Yadkin County Schools	990325	Starmount Middle	7	06-09		D	54	D	49	D	48	NotMet	54.5	34	76.5												1035	43.6	53.0	31	90.3	>95																<5	*	*	198	27.8	32.8	201	45.8	53.2										<5	*	*	199	40.2	48.2	201	33.8	46.8				201	63.2	77.6
Yadkin County Schools	990326	Starmount High	7	08-12		C	64					Met	42.9	44	59.1	N	131	51.9	65	55.4	147	91.8	167	89.2	187	82.9	450	32.0	45.1	130	10.0	26.9	161	46.6	60.2	159	35.2	44.7																																										
Yadkin County Schools	990328	West Yadkin Elementary	7	PK-06	Y	C	60	C	60	C	57	Met	83.3	31	90.3												641	43.7	55.4										70	44.3	62.9	71	36.6	45.1	69	39.1	44.9	76	51.3	59.2							70	40.0	55.7	71	39.4	52.1	69	34.8	47.8	76	50.0	60.5							69	56.5	69.6			
Yadkin County Schools	990332	Yadkin Early College	7	09-13		A	88					Exceeded	100.0	19	100.0	N	40	75.0			42	>95	42	>95	47	89.4	151	72.8	84.8	48	72.9	89.6	51	60.8	72.5	52	84.6	92.3																																										
Yadkin County Schools	990336	Yadkinville Elementary	7	PK-08	Y	C	57	C	57	C	55	Met	87.5	23	69.6												694	39.2	51.7										92	43.5	54.3	73	39.7	47.9	74	32.4	41.9	68	50.0	60.3	<5	*	*				92	42.4	55.4	73	35.6	49.3	74	31.1	44.6	68	36.8	52.9	<5	*	*				74	43.2	62.2			
Yadkin County Schools	990340	Yadkin Success Academy	7	0K-12		N/A		N/A		N/A		NotMet	66.7	3	0.0	N	<5	*									95	9.5	15.8	13	15.4	23.1	12	<5	16.7	13	15.4	23.1	<5	*	*	<5	*	*	5	20.0	20.0	<5	*	*	<5	*	*	8	<5	<5	<5	*	*	<5	*	*	5	20.0	20.0	<5	*	*	<5	*	*	8	<5	12.5	5	20.0	20.0	8	<5	12.5
Yancey County Schools	995	Yancey County Schools	8											90	91.1		169	59.2	98	70.4	167	>95	190	92.1	158	82.3	3172	53.9	64.9	208	61.5	71.2	181	63.5	70.7	170	52.9	62.9	184	45.1	58.7	185	55.1	61.1	166	49.4	54.8	184	50.0	64.1	194	50.5	62.4	207	45.4	56.0	184	45.1	60.3	185	51.9	65.4	166	48.8	60.8	184	57.1	70.1	194	53.1	64.9	207	44.4	59.9	166	69.9	78.9	207	72.0	79.7
Yancey County Schools	995304	Bald Creek Elementary	8	0K-05	Y	B	84	B	78	A	89	Exceeded	100.0	13	100.0												198	73.2	80.8										31	83.9	93.5	32	87.5	90.6	24	66.7	75.0										31	74.2	80.6	32	65.6	78.1	24	58.3	66.7										24	70.8	75.0			
Yancey County Schools	995308	Bee Log Elementary	8	0K-05	Y	B	75	B	73	B	75	Met	100.0														63	66.7	73.0										11	63.6	72.7	7	85.7	85.7	9	66.7	66.7										11	36.4	54.5	7	85.7	>95	9	66.7	66.7										9	77.8	77.8			
Yancey County Schools	995312	Burnsville Elementary	8	0K-05	Y	C	60	C	63	D	50	Met	91.7	27	77.8												445	43.1	54.4										63	41.3	50.8	68	35.3	41.2	61	31.1	34.4										63	36.5	50.8	68	42.6	58.8	61	47.5	63.9										61	68.9	82.0			
Yancey County Schools	995316	Cane River Middle	8	06-08	Y	C	69	C	69	C	61	Met	100.0	27	92.6												656	52.7	65.7	23	>95	>95																84	47.6	61.9	90	37.8	57.8	95	45.3	54.7										84	56.0	67.9	90	51.1	64.4	95	46.3	65.3				95	72.6	78.9
Yancey County Schools	995320	Clearmont Elementary	8	0K-05	Y	C	55	C	55	D	48	Met	100.0	13	69.2												166	37.3	47.6										24	12.5	16.7	23	39.1	47.8	24	45.8	54.2										24	29.2	45.8	23	39.1	52.2	24	37.5	50.0										24	58.3	66.7			
Yancey County Schools	995324	East Yancey Middle	8	06-08	Y	B	72	C	68	C	68	Exceeded	100.0	31	96.8												767	56.5	67.0	23	>95	>95																100	52.0	66.0	104	61.5	66.3	112	45.5	57.1										100	58.0	72.0	104	54.8	65.4	112	42.9	55.4				112	71.4	80.4
Yancey County Schools	995328	Micaville Elementary	8	0K-05	Y	C	67	C	63	C	66	Met	100.0	14	100.0												218	50.0	62.4										30	46.7	66.7	34	52.9	58.8	30	50.0	60.0										30	53.3	70.0	34	44.1	55.9	30	36.7	46.7										30	66.7	80.0			
Yancey County Schools	995330	Mountain Heritage High	8	09-12		B	74					Met	80.0	49	93.9	N	169	59.2	98	70.4	167	>95	190	92.1	158	82.3	513	55.9	65.7	162	50.6	63.0	181	63.5	70.7	170	52.9	62.9																																										
Yancey County Schools	995336	South Toe Elementary	8	0K-05	Y	B	80	B	78	B	79	Exceeded	100.0	13	100.0												146	63.7	77.4										25	28.0	60.0	21	81.0	90.5	18	83.3	83.3										25	40.0	64.0	21	76.2	85.7	18	66.7	77.8										18	88.9	88.9			
Regional Schools	94Z000	Northeast Regional School - Biotech/Agri	1	09-10		B	78					Met	100.0	8	100.0												115	62.6	76.5	61	63.9	82.0	10	50.0	60.0	44	63.6	72.7																																										
Charter Schools	01B000	River Mill Academy	5	0K-12	Y	C	69	B	76	C	56	Met	85.0	44	88.6	N	39	69.2			35	>95	35	>95	38	94.7	744	51.5	62.1	39	20.5	33.3	43	39.5	48.8	46	63.0	78.3	47	53.2	68.1	48	52.1	58.3	45	66.7	68.9	41	26.8	31.7	43	55.8	62.8	41	19.5	22.0	47	55.3	72.3	48	60.4	68.8	45	62.2	68.9	41	61.0	78.0	43	72.1	83.7	41	48.8	61.0	45	53.3	66.7	41	56.1	75.6
Charter Schools	01C000	Clover Garden	5	0K-12	Y	C	68	C	69	C	60	Met	92.3	38	84.2	N	31	67.7			29	>95	32	93.8	20	95.0	755	50.7	64.1	43	30.2	51.2	41	61.0	80.5	38	44.7	50.0	46	63.0	71.7	56	58.9	71.4	45	40.0	57.8	46	45.7	58.7	41	36.6	48.8	40	20.0	32.5	46	56.5	71.7	56	39.3	55.4	45	46.7	64.4	46	58.7	69.6	41	56.1	73.2	40	50.0	70.0	45	66.7	68.9	40	87.5	92.5
Charter Schools	01D000	The Hawbridge School	5	06-12		B	82	B	80	B	78	Met	100.0	11	100.0	N	24	87.5			26	80.8	26	92.3	16	81.3	279	73.8	80.3	20	50.0	60.0	30	63.3	73.3	25	88.0	>95										27	81.5	81.5	30	73.3	76.7	30	46.7	70.0										27	74.1	81.5	30	86.7	86.7	30	76.7	76.7				30	93.3	>95
Charter Schools	06A000	Grandfather Academy	7	01-12	Y	F	15	F	14	F	0					N	<5	*									33	12.1	21.2	7	14.3	28.6	<5	*	*	<5	*	*										<5	*	*	<5	*	*	5	<5	<5										<5	*	*	<5	*	*	5	<5	20.0				5	<5	20.0
Charter Schools	06B000	Crossnore Academy	7	0K-12	Y	C	60	C	57	D	48	Met	75.0	7	100.0	Y	10	60.0			8	>95	10	80.0	15	40.0	116	37.1	50.0	21	38.1	42.9	<5	*	*	11	54.5	72.7	<5	*	*	6	50.0	66.7	5	60.0	60.0	10	<5	50.0	<5	*	*	7	<5	<5	<5	*	*	6	50.0	50.0	5	60.0	80.0	10	40.0	40.0	<5	*	*	7	42.9	57.1	5	60.0	80.0	7	42.9	57.1
Charter Schools	07A000	Washington Montessori	1	0K-09		C	62	B	77	D	47	Met	79.2	17	76.5												409	48.7	58.4	10	70.0	80.0							38	39.5	52.6	29	27.6	31.0	35	31.4	34.3	23	<5	8.7	24	41.7	50.0	22	50.0	54.5	38	68.4	76.3	29	55.2	69.0	35	60.0	77.1	23	60.9	73.9	24	75.0	91.7	22	63.6	68.2	35	34.3	51.4	22	68.2	72.7
Charter Schools	09A000	Paul R. Brown Leadership Academy	4	06-10		F	23	F	30	F	13	NotMet	60.0	16	43.8												167	8.4	14.4	13	<5	7.7	9	11.1	33.3	9	22.2	33.3										24	<5	<5	19	<5	<5	17	<5	<5										24	12.5	33.3	19	10.5	10.5	17	11.8	11.8				16	18.8	25.0
Charter Schools	10A000	Charter Day School	2	0K-08	Y	B	75	B	73	B	72	Exceeded	96.9	31	100.0												1367	60.4	72.1	20	75.0	95.0							109	69.7	79.8	103	67.0	73.8	99	74.7	80.8	106	54.7	64.2	90	42.2	55.6	78	44.9	56.4	109	63.3	78.0	103	58.3	70.9	99	50.5	67.7	106	58.5	70.8	90	54.4	64.4	78	53.8	69.2	99	72.7	85.9	78	71.8	83.3
Charter Schools	11A000	Evergreen Community Charter	8	0K-08	Y	B	72	B	76	C	65	NotMet	89.5	27	96.3												653	65.8	75.8	11	36.4	72.7							44	50.0	70.5	44	43.2	54.5	48	89.6	91.7	46	47.8	60.9	48	47.9	54.2	45	35.6	55.6	44	86.4	88.6	44	54.5	68.2	48	77.1	87.5	46	73.9	78.3	48	77.1	85.4	45	64.4	75.6	48	89.6	91.7	44	88.6	>95
Charter Schools	11B000	ArtSpace Charter School	8	0K-08	Y	C	69	B	72	C	61	Met	80.0	23	95.7												662	59.2	67.7	19	78.9	>95							40	52.5	55.0	48	29.2	39.6	47	66.0	76.6	48	47.9	54.2	46	50.0	60.9	46	50.0	50.0	40	65.0	72.5	48	50.0	58.3	47	61.7	70.2	48	70.8	77.1	46	69.6	76.1	46	71.7	78.3	47	66.0	78.7	46	71.7	87.0
