"LEACODE"	"LEANAME"	"SCHOOLCODE"	"SCHOOLNAME"	"CHARTERSchool"	"GRADESPAN"	"RESIDENTCHILDREN"	"IDENTIFIEDSTUDENTS"	"MULTIPLIER"	"LOWINCOMESTUDENTS"	"Percent"	"SCHOOLSERVED"	"ELIGIBILITYMODEL"	"ELIGIBILITYJUSTIFICATION"	"PROGRAMJUSTIFICATION"	"SERVEDTASCOUNT"	"SERVEDTASGRADE"	"SERVED1STYEAR"	"YEAR"	"COMMUNITYELIGIBILITY"
110	Buncombe County	110356	Fairview Elementary	N	0K,01,02,03,04,05	711	N/A	N/A	340	47.82	Y	SW-SW					2009-2010	2015-2016	N
410	Guilford County	410364	Fairview Elementary	N	PK,0K,01,02,03,04,05	418	N/A	N/A	346	82.78	Y	SW-SW					2005-2006	2015-2016	Y
500	Jackson County	500314	Fairview Elementary	N	0K,01,02,03,04,05,06,07,08	796	N/A	N/A	447	56.16	N	SW						2015-2016	N
640	Nash-Rocky Mount	640302	Fairview Elementary	N	PK,0K,01,02	456	456	1.6	456	100.00	Y	SW-SW					2013-2014	2015-2016	Y
900	Union County	900312	Fairview Elementary	N	PK,0K,01,02,03,04,05	556	N/A	N/A	160	28.78	N	Not Title I						2015-2016	N
770	Richmond County	770318	Fairview Heights Elementary	N	PK,0K,01,02,03,04,05	549	317	1.6	507	92.35	Y	SW-SW					2006-2007	2015-2016	Y
800	Rowan County	800352	Faith Elementary	N	0K,01,02,03,04,05	422	N/A	N/A	223	52.84	Y	SW-SW					2009-2010	2015-2016	N
740	Pitt County	740334	Falkland Elementary	N	0K,01,02,03,04,05	413	339	1.6	413	100.00	Y	SW-SW					2006-2007	2015-2016	Y
990	Yadkin County	990316	Fall Creek Elementary	N	PK,0K,01,02,03,04,05,06	298	N/A	N/A	170	57.05	Y	SW-SW					2009-2010	2015-2016	N
39A	Falls Lake Academy	39A000	Falls Lake Academy	Y	0K,01,02,03,04,05,06,07,08,09	564	N/A	N/A	63	11.17	N	Not Title I						2015-2016	N
230	Cleveland County	230340	Fallston Elementary	N	PK,0K,01,02,03,04,05	575	N/A	N/A	392	68.17	Y	SW-SW					2006-2007	2015-2016	N
760	Randolph County	760320	Farmer Elementary	N	0K,01,02,03,04,05	351	N/A	N/A	167	47.58	N	SW						2015-2016	N
920	Wake County	920414	Farmington Woods Elementary	N	PK,0K,01,02,03,04,05	789	N/A	N/A	273	34.60	N	Not Title I						2015-2016	N
740	Pitt County	740344	Farmville Central High	N	09,10,11,12	751	N/A	N/A	374	49.80	N	SW						2015-2016	N
740	Pitt County	740340	Farmville Middle	N	06,07,08	645	N/A	N/A	426	66.05	N	SW						2015-2016	N
320	Durham Public	320344	Fayetteville Street Elementary	N	PK,0K,01,02,03,04,05	269	174	1.6	269	100.00	Y	SW-SW					2005-2006	2015-2016	Y
260	Cumberland County	260361	Ferguson-Easley Elementary	N	0K,01,02,03,04,05	326	267	1.6	326	100.00	Y	SW-SW					2005-2006	2015-2016	Y
410	Guilford County	410367	Ferndale Middle	N	06,07,08	802	N/A	N/A	492	61.35	Y	SW-SW					2002-2003	2015-2016	Y
980	Wilson County	980336	Fike High	N	09,10,11,12	1161	N/A	N/A	495	42.64	N	SW						2015-2016	N
280	Dare County	280324	First Flight Elementary School	N	PK,0K,01,02,03,04,05	372	N/A	N/A	151	40.59	Y	SW-SW					2006-2007	2015-2016	N
280	Dare County	280330	First Flight High School	N	09,10,11,12	762	N/A	N/A	209	27.43	N	Not Title I						2015-2016	N
280	Dare County	280328	First Flight Middle School	N	06,07,08	633	N/A	N/A	207	32.70	N	Not Title I						2015-2016	N
600	Mecklenburg County	600368	First Ward Creative Arts Acad	N	0K,01,02,03,04,05	512	N/A	N/A	293	57.23	Y	SW-SW					2011-2012	2015-2016	Y
860	Surry County	860320	Flat Rock Elementary	N	PK,0K,01,02,03,04,05	265	N/A	N/A	265	100.00	Y	SW-SW					2006-2007	2015-2016	Y
340	Forsyth County	340372	Flat Rock Middle	N	06,07,08	867	464	1.6	742	85.58	Y	SW-SW					2012-2013	2015-2016	N
450	Henderson County	450328	Flat Rock Middle	N	06,07,08	757	N/A	N/A	496	65.52	N	SW						2015-2016	N
24B	Flemington Academy	24B000	Flemington Academy	Y	06,07,08,09,10,11,12	92	N/A	N/A	85	92.39	Y	SW-SW					2014-2015	2015-2016	Y
450	Henderson County	450332	Fletcher Elementary	N	0K,01,02,03,04,05	480	N/A	N/A	208	43.33	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410370	Florence Elementary	N	PK,0K,01,02,03,04,05	708	N/A	N/A	163	23.02	N	Not Title I						2015-2016	N
530	Lee County	530316	Floyd L Knight Children Center	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	122	N/A	N/A	72	59.02	N	SW						2015-2016	N
990	Yadkin County	990320	Forbush Elementary	N	PK,0K,01,02,03,04,05,06	251	N/A	N/A	75	29.88	N	Not Title I						2015-2016	N
990	Yadkin County	990322	Forbush High	N	08,09,10,11,12	878	N/A	N/A	347	39.52	N	TAS						2015-2016	N
990	Yadkin County	990321	Forbush Middle	N	07,08	484	N/A	N/A	253	52.27	N	SW						2015-2016	N
810	Rutherford County	810336	Forest City-Dunbar Elementary School	N	PK,0K,01,02,03,04,05	448	N/A	N/A	388	86.61	Y	SW-SW					2004-2005	2015-2016	Y
360	Gaston County	360460	Forest Heights Elementary	N	PK,0K,01,02,03,04,05	420	272	1.6	420	100.00	Y	SW-SW					2006-2007	2015-2016	Y
120	Burke County	120316	Forest Hill Elementary	N	PK,0K,01,02,03,04,05	470	160	1.6	256	54.47	Y	SW-SW					2006-2007	2015-2016	Y
650	New Hanover County	650328	Forest Hills Global Elementary	N	0K,01,02,03,04,05	456	206	1.6	330	72.37	Y	SW-SW					2006-2007	2015-2016	Y
900	Union County	900316	Forest Hills High	N	09,10,11,12	914	N/A	N/A	633	69.26	N	SW						2015-2016	N
980	Wilson County	980338	Forest Hills Middle	N	06,07,08	607	N/A	N/A	418	68.86	N	SW						2015-2016	N
340	Forsyth County	340376	Forest Park Elementary	N	PK,0K,01,02,03,04,05	681	513	1.6	681	100.00	Y	SW-SW					2001-2002	2015-2016	Y
132	Kannapolis City	132308	Forest Park Elementary	N	0K,01,02,03,04	610	N/A	N/A	437	71.64	Y	SW-SW					2006-2007	2015-2016	N
920	Wake County	920417	Forest Pines Drive Elementary	N	PK,0K,01,02,03,04,05	682	N/A	N/A	272	39.88	Y	TAS-SW		Always SW			2013-2014	2015-2016	N
320	Durham Public	320332	Forest View Elementary	N	0K,01,02,03,04,05	707	N/A	N/A	436	61.67	Y	SW-SW					2004-2005	2015-2016	N
360	Gaston County	360396	Forestview High	N	09,10,11,12	1149	N/A	N/A	431	37.51	N	TAS						2015-2016	N
920	Wake County	920413	Forestville Road Elementary	N	PK,0K,01,02,03,04,05	741	N/A	N/A	479	64.64	Y	SW-SW					2006-2007	2015-2016	N
810	Rutherford County	810350	Forrest W Hunt Elementary School	N	PK,0K,01,02,03,04,05	407	N/A	N/A	246	60.44	Y	SW-SW					2006-2007	2015-2016	Y
34F	Forsyth Academy	34F000	Forsyth Academy	Y	0K,01,02,03,04,05,06,07,08	727	N/A	N/A	565	77.72	Y	SW-SW					2005-2006	2015-2016	N
510	Johnston County	510340	Four Oaks Elementary	N	PK,0K,01,02,03,04,05	1059	N/A	N/A	721	68.08	Y	SW-SW					2006-2007	2015-2016	N
510	Johnston County	510342	Four Oaks Middle	N	06,07,08	523	N/A	N/A	328	62.72	Y	SW-SW					2012-2013	2015-2016	N
920	Wake County	920415	Fox Road Elementary	N	0K,01,02,03,04,05	713	N/A	N/A	578	81.07	Y	SW-SW					2006-2007	2015-2016	N
681	Chapel Hill-Carrboro	681316	FPG Elementary	N	PK,0K,01,02,03,04,05	553	N/A	N/A	242	43.76	Y	SW-SW					2005-2006	2015-2016	N
11K	Francine Delany New School	11K000	Francine Delany New School	Y	0K,01,02,03,04,05,06,07,08	166	N/A	N/A	75	45.18	Y	SW-TAS			21	01,02,03,04,05	2013-2014	2015-2016	N
600	Mecklenburg County	600394	Francis Bradley Middle	N	06,07,08	1150	N/A	N/A	212	18.43	N	Not Title I						2015-2016	N
340	Forsyth County	340457	Frank Morgan Elementary	N	PK,0K,01,02,03,04,05	845	166	1.6	266	31.48	N	Not Title I						2015-2016	N
92F	Franklin Academy	92F000	Franklin Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1608	N/A	N/A	167	10.39	N	Not Title I						2015-2016	N
350	Franklin County	350317	Franklin County Early College	N	09,10,11,12,13	167	53	1.6	85	50.90	N	SW						2015-2016	N
860	Surry County	860324	Franklin Elementary	N	PK,0K,01,02,03,04,05	583	N/A	N/A	430	73.76	Y	SW-SW					2006-2007	2015-2016	N
560	Macon County	560320	Franklin High	N	09,10,11,12	878	N/A	N/A	508	57.86	N	SW						2015-2016	N
350	Franklin County	350318	Franklinton Elementary	N	PK,0K,01,02,03,04,05	459	289	1.6	459	100.00	Y	SW-SW					2004-2005	2015-2016	Y
350	Franklin County	350321	Franklinton High	N	09,10,11,12	969	277	1.6	443	45.72	N	SW						2015-2016	N
350	Franklin County	350324	Franklinton Middle	N	06,07,08	297	148	1.6	237	79.80	Y	SW-SW					2014-2015	2015-2016	Y
760	Randolph County	760324	Franklinville Elementary	N	0K,01,02,03,04,05	461	N/A	N/A	302	65.51	Y	SW-SW					2006-2007	2015-2016	N
690	Pamlico County	690312	Fred A Anderson Elementary	N	03,04,05	266	134	1.6	214	80.45	Y	SW-SW					2005-2006	2015-2016	Y
132	Kannapolis City	132312	Fred L Wilson Elementary	N	PK,0K,01,02,03,04	411	N/A	N/A	349	84.91	Y	SW-SW					2006-2007	2015-2016	N
180	Catawba County	180340	Fred T Foard High	N	09,10,11,12	1002	N/A	N/A	355	35.43	N	TAS						2015-2016	N
120	Burke County	120318	Freedom High	N	09,10,11,12	1110	280	1.6	448	40.36	N	SW						2015-2016	N
060	Avery County	060322	Freedom Trail Elementary	N	PK,0K,01,02,03,04,05	232	N/A	N/A	169	72.84	Y	SW-SW					2006-2007	2015-2016	N
960	Wayne County	960334	Fremont STARS Elementary	N	PK,0K,01,02,03,04,05	255	136	1.6	218	85.49	Y	SW-SW					2005-2006	2015-2016	Y
290	Davidson County	290330	Friedberg Elementary	N	PK,0K,01,02,03,04,05	452	N/A	N/A	117	25.88	N	Not Title I						2015-2016	N
290	Davidson County	290333	Friendship Elementary	N	PK,0K,01,02,03,04,05	494	N/A	N/A	184	37.25	N	TAS						2015-2016	N
920	Wake County	920416	Fuller Elementary	N	0K,01,02,03,04,05	568	N/A	N/A	246	43.31	Y	SW-SW					2012-2013	2015-2016	N
920	Wake County	920420	Fuquay-Varina Elementary	N	PK,0K,01,02,03,04,05	819	N/A	N/A	358	43.71	Y	SW-SW					2009-2010	2015-2016	N
920	Wake County	920428	Fuquay-Varina High	N	09,10,11,12	2087	N/A	N/A	661	31.67	N	Not Title I						2015-2016	N
920	Wake County	920424	Fuquay-Varina Middle	N	06,07,08	817	N/A	N/A	419	51.29	N	SW						2015-2016	N
640	Nash-Rocky Mount	640329	G R Edwards Middle	N	06,07,08	495	N/A	N/A	353	71.31	Y	SW-SW					2012-2013	2015-2016	N
740	Pitt County	740358	G R Whitfield	N	PK,0K,01,02,03,04,05,06,07,08	527	N/A	N/A	298	56.55	Y	SW-SW					2004-2005	2015-2016	N
330	Edgecombe County	330304	G W Bulluck Elementary	N	PK,0K,01,02,03,04,05	755	N/A	N/A	462	61.19	Y	SW-SW					2006-2007	2015-2016	Y
330	Edgecombe County	330308	G W Carver Elementary	N	PK,0K,01,02,03,04,05	802	N/A	N/A	423	52.74	Y	SW-SW					2006-2007	2015-2016	Y
390	Granville County	390320	G. C. Hawley Middle	N	06,07,08	609	N/A	N/A	266	43.68	N	SW						2015-2016	N
260	Cumberland County	260373	Gallberry Farm Elementary	N	PK,0K,01,02,03,04,05	911	N/A	N/A	482	52.91	Y	SW-SW					2004-2005	2015-2016	N
140	Caldwell County	140324	Gamewell Elementary	N	PK,0K,01,02,03,04,05	559	297	1.6	475	84.97	Y	SW-SW					2006-2007	2015-2016	Y
140	Caldwell County	140332	Gamewell Middle	N	06,07,08	607	325	1.6	520	85.67	Y	SW-SW					2002-2003	2015-2016	N
360	Gaston County	360400	Gardner Park Elementary	N	PK,0K,01,02,03,04,05	678	368	1.6	589	86.87	Y	SW-SW					2010-2011	2015-2016	Y
980	Wilson County	980340	Gardners Elementary	N	0K,01,02,03,04,05	282	137	1.6	219	77.66	Y	SW-SW					2006-2007	2015-2016	Y
600	Mecklenburg County	600397	Garinger High	N	09,10,11,12	1762	N/A	N/A	1020	57.89	Y	SW-SW					2012-2013	2015-2016	Y
920	Wake County	920436	Garner High	N	09,10,11,12	2634	N/A	N/A	1192	45.25	N	SW						2015-2016	N
010	Alamance-Burlington	010347	Garrett Elementary	N	PK,0K,01,02,03,04,05	666	N/A	N/A	380	57.06	Y	SW-SW					2014-2015	2015-2016	N
66A	Gaston College Preparatory	66A000	Gaston College Preparatory	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1019	N/A	N/A	503	49.36	Y	SW-SW					2006-2007	2015-2016	N
360	Gaston County	360337	Gaston Early College High School	N	09,10,11,12,13	169	N/A	N/A	73	43.20	N	SW						2015-2016	N
660	Northampton County	660320	Gaston Elementary	N	PK,0K,01,02,03,04	377	N/A	N/A	305	80.90	Y	SW-SW					2006-2007	2015-2016	Y
660	Northampton County	660325	Gaston Middle	N	05,06,07,08	210	N/A	N/A	139	66.19	Y	SW-SW					2012-2013	2015-2016	Y
370	Gates County	370312	Gates County Senior High	N	09,10,11,12	500	N/A	N/A	242	48.40	N	SW						2015-2016	N
370	Gates County	370316	Gatesville Elementary	N	PK,0K,01,02,03,04,05	314	N/A	N/A	197	62.74	Y	SW-SW					2005-2006	2015-2016	N
410	Guilford County	410379	Gateway Education Center	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	146	N/A	N/A	64	43.84	N	SW						2015-2016	N
140	Caldwell County	140306	Gateway School	N	06,07,08,09,10,11,12	36	27	1.6	36	100.00	Y	SW-SW					2005-2006	2015-2016	Y
410	Guilford County	410390	GC Middle College High	N	11,12	124	N/A	N/A	25	20.16	N	Not Title I						2015-2016	N
550	Lincoln County	550316	GE Massey Elementary	N	PK,0K,01,02,03	268	144	1.6	230	85.82	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410388	General Greene Elementary	N	0K,01,02,03,04,05	511	N/A	N/A	128	25.05	N	Not Title I						2015-2016	N
430	Harnett County	430340	Gentry Primary	N	0K,01,02	286	N/A	N/A	212	74.13	Y	SW-SW					2003-2004	2015-2016	N
410	Guilford County	410542	George C Simkins Jr Elementary	N	PK,0K,01,02,03,04,05	479	N/A	N/A	203	42.38	Y	SW-SW					2014-2015	2015-2016	N
120	Burke County	120320	George Hildebrand Elementary	N	PK,0K,01,02,03,04,05	386	156	1.6	250	64.77	Y	SW-SW					2006-2007	2015-2016	Y
320	Durham Public	320316	George L Carrington Middle	N	06,07,08	1099	N/A	N/A	706	64.24	N	SW						2015-2016	N
320	Durham Public	320347	George Watts Elementary	N	PK,0K,01,02,03,04,05	334	N/A	N/A	152	45.51	Y	SW-SW					2004-2005	2015-2016	N
850	Stokes County	850312	Germanton Elementary	N	0K,01,02,03,04,05	207	N/A	N/A	100	48.31	Y	SW-SW					2006-2007	2015-2016	N
340	Forsyth County	340380	Gibson Elementary	N	PK,0K,01,02,03,04,05	760	497	1.6	760	100.00	Y	SW-SW					2005-2006	2015-2016	Y
410	Guilford County	410382	Gibsonville Elementary	N	PK,0K,01,02,03,04,05	466	N/A	N/A	154	33.05	N	Not Title I						2015-2016	N
410	Guilford County	410385	Gillespie Park Elementary	N	PK,0K,01,02,03,04,05	275	N/A	N/A	234	85.09	Y	SW-SW					2003-2004	2015-2016	Y
030	Alleghany County	030308	Glade Creek Elementary	N	PK,0K,01,02,03,04,05,06,07,08	268	114	1.6	182	67.91	Y	SW-SW					2006-2007	2015-2016	Y
120	Burke County	120324	Glen Alpine Elementary	N	PK,0K,01,02,03,04,05	433	161	1.6	258	59.58	Y	SW-SW					2005-2006	2015-2016	Y
110	Buncombe County	110366	Glen Arden Elementary	N	0K,01,02,03,04	462	N/A	N/A	154	33.33	N	Not Title I						2015-2016	N
260	Cumberland County	260363	Glendale Acres Elementary	N	0K,01,02	253	N/A	N/A	159	62.85	Y	SW-SW					2006-2007	2015-2016	N
510	Johnston County	510356	Glendale-Kenly Elementary	N	PK,0K,01,02,03,04,05	602	N/A	N/A	395	65.61	Y	SW-SW					2006-2007	2015-2016	N
450	Henderson County	450339	Glenn C Marlow Elementary	N	0K,01,02,03,04,05	542	N/A	N/A	178	32.84	N	Not Title I						2015-2016	N
320	Durham Public	320320	Glenn Elementary	N	0K,01,02,03,04,05	661	371	1.6	594	89.86	Y	SW-SW					2002-2003	2015-2016	Y
681	Chapel Hill-Carrboro	681320	Glenwood Elementary	N	0K,01,02,03,04,05	539	N/A	N/A	144	26.72	Y	TAS-TAS	125% Rule		30	0K,01,02,03	2014-2015	2015-2016	N
590	McDowell County	590316	Glenwood Elementary	N	PK,0K,01,02,03,04,05	416	198	1.6	317	76.20	Y	SW-SW					2005-2006	2015-2016	Y
32M	Global Scholars Academy	32M000	Global Scholars Academy	Y	0K,01,02,03,04,05,06,07,08	216	N/A	N/A	180	83.33	Y	SW-SW					2011-2012	2015-2016	N
960	Wayne County	960335	Goldsboro High	N	09,10,11,12	481	340	1.6	481	100.00	N	SW						2015-2016	Y
610	Mitchell County	610320	Gouge Elementary	N	0K,01,02,03,04	270	N/A	N/A	178	65.93	Y	SW-SW					2006-2007	2015-2016	N
680	Orange County	680328	Grady Brown Elementary	N	PK,0K,01,02,03,04,05	499	N/A	N/A	234	46.89	N	SW						2015-2016	N
250	Craven County	250328	Graham A Barden Elementary	N	PK,0K,01,02,03,04,05	292	N/A	N/A	185	63.36	Y	SW-SW					2006-2007	2015-2016	N
230	Cleveland County	230342	Graham Elementary	N	PK,0K,01,02,03,04	253	N/A	N/A	246	97.23	Y	SW-SW					2006-2007	2015-2016	N
010	Alamance-Burlington	010348	Graham High	N	09,10,11,12	791	N/A	N/A	606	76.61	N	SW						2015-2016	N
010	Alamance-Burlington	010350	Graham Middle	N	06,07,08	667	N/A	N/A	562	84.26	Y	SW-SW					2007-2008	2015-2016	N
600	Mecklenburg County	600558	Grand Oak Elementary	N	0K,01,02,03,04,05	608	N/A	N/A	35	5.76	N	Not Title I						2015-2016	N
06A	Grandfather Academy	06A000	Grandfather Academy	Y	01,02,03,04,05,06,07,08,09,10,11,12	28	N/A	N/A	28	100.00	Y	SW-SW					2011-2012	2015-2016	Y
181	Hickory City	181316	Grandview Middle	N	06,07,08	443	N/A	N/A	305	68.85	Y	SW-SW					2004-2005	2015-2016	N
150	Camden County	150308	Grandy Primary	N	PK,0K,01,02,03	526	N/A	N/A	198	37.64	Y	TAS-TAS			100	0K,01,02,03	2006-2007	2015-2016	N
140	Caldwell County	140340	Granite Falls Elementary	N	0K,01,02,03,04,05	632	226	1.6	362	57.28	Y	SW-SW					2006-2007	2015-2016	N
140	Caldwell County	140336	Granite Falls Middle	N	06,07,08	623	187	1.6	299	47.99	Y	SW-SW					2005-2006	2015-2016	N
800	Rowan County	800356	Granite Quarry Elementary	N	PK,0K,01,02,03,04,05	507	N/A	N/A	320	63.12	Y	SW-SW					2002-2003	2015-2016	N
960	Wayne County	960336	Grantham	N	0K,01,02,03,04	470	N/A	N/A	315	67.02	Y	SW-SW					2002-2003	2015-2016	N
960	Wayne County	960338	Grantham Middle	N	05,06,07,08	570	N/A	N/A	375	65.79	Y	SW-SW					2015-2016	2015-2016	N
390	Granville County	390322	Granville Central High	N	09,10,11,12	558	N/A	N/A	319	57.17	N	SW						2015-2016	N
390	Granville County	390323	Granville Early College High	N	09,10,11,12,13	173	N/A	N/A	72	41.62	N	SW						2015-2016	N
390	Granville County	390328	Granville Magnet School	N	06,07,08,09,10,11	169	N/A	N/A	114	67.46	N	SW						2015-2016	N
680	Orange County	680327	Gravelly Hill Middle	N	06,07,08	516	N/A	N/A	225	43.60	N	SW						2015-2016	N
84B	Gray Stone Day	84B000	Gray Stone Day	Y	09,10,11,12	440	N/A	N/A	15	3.41	N	Not Title I						2015-2016	N
760	Randolph County	760328	Grays Chapel Elementary	N	0K,01,02,03,04,05	480	N/A	N/A	275	57.29	Y	SW-SW					2006-2007	2015-2016	N
260	Cumberland County	260375	Grays Creek Elementary	N	PK,0K,01,02,03,04,05	428	N/A	N/A	188	43.93	Y	SW-SW					2009-2010	2015-2016	N
260	Cumberland County	260357	Grays Creek High	N	09,10,11,12	1321	N/A	N/A	569	43.07	N	SW						2015-2016	N
260	Cumberland County	260362	Grays Creek Middle	N	06,07,08	1061	N/A	N/A	538	50.71	N	SW						2015-2016	N
920	Wake County	920440	Green Elementary	N	0K,01,02,03,04,05	565	N/A	N/A	424	75.04	Y	SW-SW					2006-2007	2015-2016	N
780	Robeson County	780328	Green Grove Elementary	N	PK,0K,01,02,03	233	148	1.6	233	100.00	Y	SW-SW					2006-2007	2015-2016	Y
920	Wake County	920439	Green Hope Elementary	N	PK,0K,01,02,03,04,05	905	N/A	N/A	105	11.60	N	Not Title I						2015-2016	N
920	Wake County	920441	Green Hope High	N	09,10,11,12	2403	N/A	N/A	169	7.03	N	Not Title I						2015-2016	N
620	Montgomery County	620318	Green Ridge Elementary	N	PK,0K,01,02,03,04,05	526	N/A	N/A	449	85.36	Y	SW-SW					2006-2007	2015-2016	N
950	Watauga County	950320	Green Valley Elementary	N	PK,0K,01,02,03,04,05,06,07,08	401	N/A	N/A	233	58.10	Y	SW-SW					2006-2007	2015-2016	N
400	Greene County	400308	Greene Central High	N	09,10,11,12	863	N/A	N/A	585	67.79	N	SW						2015-2016	N
400	Greene County	400318	Greene County Intermediate	N	04,05	452	N/A	N/A	352	77.88	Y	SW-SW					2012-2013	2015-2016	N
400	Greene County	400312	Greene County Middle	N	06,07,08	738	N/A	N/A	563	76.29	Y	SW-SW					2011-2012	2015-2016	N
400	Greene County	400315	Greene Early College High	N	09,10,11,12,13	151	N/A	N/A	106	70.20	N	SW						2015-2016	N
610	Mitchell County	610322	Greenlee Primary	N	0K,01,02	275	N/A	N/A	182	66.18	Y	SW-SW					2006-2007	2015-2016	N
41B	Greensboro Academy	41B000	Greensboro Academy	Y	0K,01,02,03,04,05,06,07,08	756	N/A	N/A	48	6.35	Y	TAS-TAS	Charter School		48	0K,01,02,03,04,05,06,07,08	2014-2015	2015-2016	N
600	Mecklenburg County	600398	Greenway Park Elementary	N	PK,0K,01,02,03,04,05	670	N/A	N/A	367	54.78	Y	SW-SW					2012-2013	2015-2016	Y
530	Lee County	530320	Greenwood Elementary	N	0K,01,02,03,04,05	659	N/A	N/A	523	79.36	Y	SW-SW					2006-2007	2015-2016	N
960	Wayne County	960340	Greenwood Middle	N	05,06,07,08	471	N/A	N/A	337	71.55	Y	SW-SW					2015-2016	2015-2016	N
650	New Hanover County	650332	Gregory School of Math Science and Tech	N	0K,01,02,03,04,05	401	316	1.6	401	100.00	Y	SW-SW					2006-2007	2015-2016	Y
340	Forsyth County	340384	Griffith Elementary	N	PK,0K,01,02,03,04,05	638	360	1.6	576	90.28	Y	SW-SW					2004-2005	2015-2016	Y
740	Pitt County	740352	Grifton	N	PK,0K,01,02,03,04,05,06,07,08	548	N/A	N/A	400	72.99	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410394	Grimsley High	N	09,10,11,12	1684	N/A	N/A	487	28.92	N	Not Title I						2015-2016	N
010	Alamance-Burlington	010351	Grove Park Elementary	N	PK,0K,01,02,03,04,05	615	361	1.6	578	93.98	Y	SW-SW					2004-2005	2015-2016	Y
250	Craven County	250324	Grover C Fields Middle	N	06,07,08	565	N/A	N/A	369	65.31	N	SW						2015-2016	N
230	Cleveland County	230344	Grover Elementary	N	PK,0K,01,02,03,04	351	N/A	N/A	272	77.49	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410401	GTCC Middle College High	N	09,10,11,12,13	177	N/A	N/A	48	27.12	N	Not Title I						2015-2016	N
240	Columbus County	240352	Guideway Elementary	N	PK,0K,01,02,03,04,05	163	93	1.6	149	91.41	Y	SW-SW					2002-2003	2015-2016	Y
410	Guilford County	410400	Guilford Elementary	N	PK,0K,01,02,03,04,05	622	N/A	N/A	323	51.93	Y	SW-SW					2006-2007	2015-2016	Y
410	Guilford County	410397	Guilford Middle	N	06,07,08	710	N/A	N/A	313	44.08	Y	SW-SW					2012-2013	2015-2016	N
41C	Guilford Preparatory Academy	41C000	Guilford Preparatory Academy	Y	0K,01,02,03,04,05,06,07,08	254	N/A	N/A	202	79.53	Y	SW-SW					2006-2007	2015-2016	N
761	Asheboro City	761328	Guy B Teachey Elementary	N	PK,0K,01,02,03,04,05	510	N/A	N/A	319	62.55	Y	SW-SW					2006-2007	2015-2016	N
740	Pitt County	740360	H B Sugg Elementary	N	PK,0K,01,02	444	N/A	N/A	310	69.82	Y	SW-SW					2002-2003	2015-2016	N
360	Gaston County	360492	H H Beam Elementary	N	PK,0K,01,02,03,04,05	614	420	1.6	614	100.00	Y	SW-SW					2006-2007	2015-2016	Y
250	Craven County	250332	H J MacDonald Middle	N	06,07,08	932	N/A	N/A	413	44.31	N	SW						2015-2016	N
700	Pasquotank County	700310	H L Trigg Community	N	06,07,08,09,10,11,12	70	N/A	N/A	61	87.14	N	SW						2015-2016	N
93A	Haliwa-Saponi Tribal School	93A000	Haliwa-Saponi Tribal School	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	183	N/A	N/A	150	81.97	Y	SW-SW					2002-2003	2015-2016	N
111	Asheville City	111304	Hall Fletcher Elementary	N	0K,01,02,03,04,05,06	344	N/A	N/A	248	72.09	Y	SW-SW					2006-2007	2015-2016	N
240	Columbus County	240356	Hallsboro Middle	N	06,07,08	211	120	1.6	192	91.00	Y	SW-SW					2004-2005	2015-2016	Y
240	Columbus County	240354	Hallsboro-Artesia Elementary	N	PK,0K,01,02,03,04,05	396	254	1.6	396	100.00	Y	SW-SW					2005-2006	2015-2016	Y
