"LEA Code"	"LEA Name"	"School Code"	"School Name"	"Charter School"	Current Grades	"Total Enrollment"	"# Identified Students"	Multiplier	"# Low Income Students"	"Percent Low Income Students"	"School Served"	"Eligibility Model"	"Eligibility Justification"	"Program Justification"	"# Students Served TAS"	"Grades Served TAS"	"Served 1st Year"	"School Year"
410	Guilford County Schools	410529	Lucy Ragsdale High	N	09,10,11,12	1493	N/A	N/A	463	31.01	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920484	Lufkin Road Middle	N	06,07,08	1053	N/A	N/A	180	17.09	N	Not Title I	 	 		 	 	2016-2017
780	Public Schools of Robeson County	780341	Lumberton Junior High	N	07,08	468	255	1.6	408	87.18	Y	SW-SW	 	 		 	2002-2003	2016-2017
780	Public Schools of Robeson County	780342	Lumberton Senior High	N	09,10,11,12	2057	910	1.6	1456	70.78	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260358	Luther Nick Jeralds Middle	N	06,07,08	488	361	1.6	488	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
180	Catawba County Schools	180343	Lyle Creek Elementary	N	0K,01,02,03,04,05,06	530	N/A	N/A	340	64.15	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920488	Lynn Road Elementary	N	PK,0K,01,02,03,04,05	501	N/A	N/A	302	60.28	Y	SW-SW	 	 		 	2006-2007	2016-2017
640	Nash-Rocky Mount Schools	640332	M B Hubbard Elementary	N	0K,01,02,03,04,05	470	470	1.6	470	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650350	M C S Noble Middle	N	06,07,08	818	201	1.6	322	39.36	N	TAS	 	 		 	 	2016-2017
950	Watauga County Schools	950324	Mabel Elementary	N	0K,01,02,03,04,05,06,07,08	183	N/A	N/A	110	60.11	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260383	Mac Williams Middle	N	06,07,08	1108	N/A	N/A	604	54.51	N	SW	 	 		 	 	2016-2017
560	Macon County Schools	560329	Macon Early College High School	N	09,10,11,12,13	165	N/A	N/A	78	47.27	N	SW	 	 		 	2016-2017	2016-2017
560	Macon County Schools	560330	Macon Middle School	N	07,08	561	N/A	N/A	361	64.35	Y	SW-SW	 	 		 	2005-2006	2016-2017
570	Madison County Schools	570317	Madison Early College High	N	09,10,11,12,13	205	N/A	N/A	75	36.59	N	TAS	 	 		 	 	2016-2017
410	Guilford County Schools	410454	Madison Elementary	N	0K,01,02,03,04,05	227	N/A	N/A	99	43.61	Y	SW-SW	 	 		 	2013-2014	2016-2017
570	Madison County Schools	570318	Madison High	N	09,10,11,12	570	N/A	N/A	248	43.51	N	SW	 	 		 	 	2016-2017
570	Madison County Schools	570319	Madison Middle	N	06,07,08	568	N/A	N/A	317	55.81	N	SW	 	 		 	 	2016-2017
92D	Magellan Charter	92D000	Magellan Charter	Y	03,04,05,06,07,08	406	N/A	N/A	3	0.74	N	Not Title I	 	 		 	 	2016-2017
780	Public Schools of Robeson County	780344	Magnolia Elementary	N	PK,0K,01,02,03,04,05,06,07,08	820	505	1.6	808	98.54	Y	SW-SW	 	 		 	2004-2005	2016-2017
180	Catawba County Schools	180344	Maiden Elementary	N	0K,01,02,03,04,05,06	491	N/A	N/A	313	63.75	Y	SW-SW	 	 		 	2006-2007	2016-2017
180	Catawba County Schools	180348	Maiden High	N	09,10,11,12	848	N/A	N/A	345	40.68	N	SW	 	 		 	 	2016-2017
180	Catawba County Schools	180346	Maiden Middle School	N	07,08	492	N/A	N/A	225	45.73	N	SW	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340385	Main Street Academy	N	06,07,08,09,10,11,12	108	81	1.6	108	100	Y	SW-SW	 	 		 	2008-2009	2016-2017
600	Charlotte-Mecklenburg Schools	600446	Mallard Creek Elementary	N	0K,01,02,03,04,05	756	N/A	N/A	232	30.69	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600445	Mallard Creek High	N	09,10,11,12	2494	N/A	N/A	623	24.98	N	Not Title I	 	 		 	 	2016-2017
61Q	Mallard Creek STEM Academy	61Q000	Mallard Creek STEM Academy	Y	0K,01,02,03,04,05,06	535	N/A	N/A	134	25.05	N	Not Title I	 	 		 	 	2016-2017
710	Pender County Schools	710324	Malpass Corner Elementary	N	PK,0K,01,02,03,04,05	424	N/A	N/A	365	86.08	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260402	Manchester Elementary	N	0K,01,02,03,04,05	360	232	1.6	360	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
320	Durham Public Schools	320348	Mangum Elementary	N	0K,01,02,03,04,05	328	N/A	N/A	85	25.91	N	Not Title I	 	 		 	 	2016-2017
421	Roanoke Rapids City Schools	421328	Manning Elementary School	N	PK,0K,01,02,03,04,05	643	N/A	N/A	432	67.19	Y	SW-SW	 	 		 	2009-2010	2016-2017
280	Dare County Schools	280312	Manteo Elementary School	N	PK,0K,01,02,03,04,05	727	N/A	N/A	434	59.7	Y	SW-SW	 	 		 	2006-2007	2016-2017
280	Dare County Schools	280316	Manteo High School	N	09,10,11,12	470	N/A	N/A	199	42.34	N	SW	 	 		 	 	2016-2017
280	Dare County Schools	280320	Manteo Middle School	N	06,07,08	395	N/A	N/A	181	45.82	N	SW	 	 		 	 	2016-2017
200	Cherokee County Schools	200316	Marble Elementary	N	PK,0K,01,02,03,04,05	94	53	1.6	85	90.43	Y	SW-SW	 	 		 	2006-2007	2016-2017
190	Chatham County Schools	190339	Margaret B. Pollard Middle	N	06,07,08	633	N/A	N/A	168	26.54	N	Not Title I	 	 		 	 	2016-2017
980	Wilson County Schools	980356	Margaret Hearne Elementary	N	0K,01,02,03,04,05	448	341	1.6	448	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260386	Margaret Willis Elementary	N	PK,0K,01,02,03,04,05	328	247	1.6	328	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
930	Warren County Schools	930330	Mariam Boyd Elementary	N	PK,0K,01,02,03,04,05	366	246	1.6	366	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
230	Cleveland County Schools	230355	Marion Elementary	N	PK,0K,01,02,03,04	301	N/A	N/A	240	79.73	Y	SW-SW	 	 		 	2011-2012	2016-2017
590	McDowell County Schools	590320	Marion Elementary	N	PK,0K,01,02,03,04,05	387	190	1.6	304	78.55	Y	SW-SW	 	 		 	2006-2007	2016-2017
570	Madison County Schools	570320	Mars Hill Elementary	N	0K,01,02,03,04,05	489	N/A	N/A	253	51.74	Y	SW-SW	 	 		 	2006-2007	2016-2017
900	Union County Public Schools	900332	Marshville Elementary	N	PK,0K,01,02,03,04,05	481	N/A	N/A	341	70.89	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600448	Martin Luther King Jr Middle	N	06,07,08	1035	N/A	N/A	637	61.55	Y	SW-SW	 	 		 	2005-2006	2016-2017
920	Wake County Schools	920492	Martin Middle	N	06,07,08	1036	N/A	N/A	315	30.41	N	Not Title I	 	 		 	 	2016-2017
330	Edgecombe County Public Schools	330360	Martin Millennium Academy	N	0K,01,02,03,04,05,06,07,08	625	N/A	N/A	338	54.08	Y	SW-SW	 	 		 	2014-2015	2016-2017
200	Cherokee County Schools	200320	Martins Creek Elementary/Mid	N	PK,0K,01,02,03,04,05,06,07,08	243	147	1.6	235	96.71	Y	SW-SW	 	 		 	2006-2007	2016-2017
010	Alamance-Burlington Schools	010362	Marvin B Smith Elementary	N	PK,0K,01,02,03,04,05	582	N/A	N/A	318	54.64	N	SW	 	 		 	 	2016-2017
900	Union County Public Schools	900334	Marvin Elementary	N	PK,0K,01,02,03,04,05	658	N/A	N/A	15	2.28	N	Not Title I	 	 		 	 	2016-2017
900	Union County Public Schools	900393	Marvin Ridge High	N	09,10,11,12	1617	N/A	N/A	34	2.1	N	Not Title I	 	 		 	 	2016-2017
900	Union County Public Schools	900391	Marvin Ridge Middle	N	06,07,08	1226	N/A	N/A	40	3.26	N	Not Title I	 	 		 	 	2016-2017
650	New Hanover County Schools	650346	Mary C Williams Elementary	N	0K,01,02,03,04,05	491	342	1.6	491	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
260	Cumberland County Schools	260396	Mary McArthur Elementary	N	PK,0K,01,02,03,04,05	466	301	1.6	466	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
390	Granville County Schools	390331	Mary Potter Middle	N	06,07,08	321	N/A	N/A	212	66.04	Y	SW-SW	 	 		 	2012-2013	2016-2017
260	Cumberland County Schools	260388	Massey Hill Classical High	N	09,10,11,12	332	N/A	N/A	84	25.3	N	Not Title I	 	 		 	 	2016-2017
480	Hyde County Schools	480318	Mattamuskeet Early College High	N	06,07,08,09,10,11,12,13	210	96	1.6	154	73.33	Y	SW-SW	 	 		 	2009-2010	2016-2017
480	Hyde County Schools	480306	Mattamuskeet Elementary	N	PK,0K,01,02,03,04,05	225	131	1.6	210	93.33	Y	SW-SW	 	 		 	2006-2007	2016-2017
61R	Matthews Charter Academy	61R000	Matthews Charter Academy	Y	0K,01,02,03,04,05,06	550	N/A	N/A	188	34.18	Y	TAS-TAS	Charter School	 	188	0K,02,03,04,05,06	2016-2017	2016-2017
600	Charlotte-Mecklenburg Schools	600447	Matthews Elementary	N	PK,0K,01,02,03,04,05	1017	N/A	N/A	230	22.62	N	Not Title I	 	 		 	 	2016-2017
32A	Maureen Joy Charter	32A000	Maureen Joy Charter School	Y	0K,01,02,03,04,05,06,07,08	605	N/A	N/A	544	89.92	Y	SW-SW	 	 		 	2011-2012	2016-2017
610	Mitchell County Schools	610332	Mayland Early College	N	09,10,11,12,13	101	N/A	N/A	61	60.4	N	SW	 	 		 	 	2016-2017
520	Jones County Schools	520328	Maysville Elementary	N	PK,0K,01,02,03,04,05,06	128	N/A	N/A	71	55.47	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360448	McAdenville Elementary	N	0K,01,02,03,04,05	212	N/A	N/A	133	62.74	Y	SW-SW	 	 		 	2010-2011	2016-2017
600	Charlotte-Mecklenburg Schools	600449	McAlpine Elementary	N	PK,0K,01,02,03,04,05	562	N/A	N/A	73	12.99	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600450	McClintock Middle	N	06,07,08	914	N/A	N/A	466	50.98	Y	SW-SW	 	 		 	2009-2010	2016-2017
681	Chapel Hill-Carrboro City Schools	681326	McDougle Elementary	N	PK,0K,01,02,03,04,05	539	N/A	N/A	202	37.48	Y	TAS-TAS	 	 	26	02,03,04,05	2014-2015	2016-2017
681	Chapel Hill-Carrboro City Schools	681309	McDougle Middle	N	06,07,08	692	N/A	N/A	205	29.62	N	Not Title I	 	 		 	 	2016-2017
590	McDowell County Schools	590393	McDowell	N	06,07,08,09,10,11,12	101	40	1.6	64	63.37	N	SW	 	 		 	 	2016-2017
590	McDowell County Schools	590328	McDowell Early College	N	09,10,11,12,13	226	43	1.6	69	30.53	N	Not Title I	 	 		 	 	2016-2017
590	McDowell County Schools	590330	McDowell High	N	09,10,11,12	1629	634	1.6	1014	62.25	N	SW	 	 		 	 	2016-2017
510	Johnston County Schools	510358	McGee's Crossroads Elem	N	PK,0K,01,02,03,04,05	866	N/A	N/A	404	46.65	N	SW	 	 		 	 	2016-2017
510	Johnston County Schools	510359	McGee's Crossroads Middle	N	06,07,08	857	N/A	N/A	328	38.27	N	TAS	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600451	McKee Road Elementary	N	0K,01,02,03,04,05	550	N/A	N/A	55	10	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410461	McLeansville Elementary	N	PK,0K,01,02,03,04,05	387	N/A	N/A	148	38.24	N	TAS	 	 		 	 	2016-2017
960	Wayne County Public Schools	960344	Meadow Lane Elementary	N	PK,0K,01,02,03,04	571	N/A	N/A	414	72.5	Y	SW-SW	 	 		 	2006-2007	2016-2017
510	Johnston County Schools	510360	Meadow School	N	PK,0K,01,02,03,04,05,06,07,08	656	N/A	N/A	368	56.1	Y	SW-SW	 	 		 	2005-2006	2016-2017
670	Onslow County Schools	670329	Meadow View Elementary	N	0K,01,02,03,04,05	765	N/A	N/A	385	50.33	Y	SW-SW	 	 		 	2009-2010	2016-2017
850	Stokes County Schools	850324	Meadowbrook Academy	N	06,07,08,09,10,11,12	85	N/A	N/A	62	72.94	Y	SW-SW	 	 		 	2009-2010	2016-2017
440	Haywood County Schools	440364	Meadowbrook Elementary	N	PK,0K,01,02,03,04,05	291	N/A	N/A	180	61.86	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340440	Meadowlark Elementary	N	PK,0K,01,02,03,04,05	798	N/A	N/A	172	21.55	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340442	Meadowlark Middle	N	06,07,08	1193	N/A	N/A	306	25.65	N	Not Title I	 	 		 	 	2016-2017
860	Surry County Schools	860330	Meadowview Magnet Middle	N	06,07,08	425	N/A	N/A	309	72.71	N	SW	 	 		 	 	2016-2017
410	Guilford County Schools	410463	Mendenhall Middle	N	06,07,08	738	N/A	N/A	257	34.82	N	Not Title I	 	 		 	 	2016-2017
320	Durham Public Schools	320352	Merrick-Moore Elementary	N	PK,0K,01,02,03,04,05	700	700	1.6	700	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
600	Charlotte-Mecklenburg Schools	600453	Merry Oaks Elementary	N	PK,0K,01,02,03,04,05	732	N/A	N/A	522	71.31	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600454	Metro School	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,13	267	N/A	N/A	106	39.7	Y	TAS-SW	 	Always SW		 	2014-2015	2016-2017
60F	Metrolina Regional Scholars Academy	60F000	Metrolina Reg Scholars Academy	Y	0K,01,02,03,04,05,06,07,08	376	N/A	N/A	2	0.53	N	Not Title I	 	 		 	 	2016-2017
995	Yancey County Schools	995328	Micaville Elementary	N	0K,01,02,03,04,05	168	N/A	N/A	106	63.1	Y	SW-SW	 	 		 	2004-2005	2016-2017
510	Johnston County Schools	510343	Micro Elementary	N	0K,01,02,03,04,05	340	N/A	N/A	254	74.71	Y	SW-SW	 	 		 	2016-2017	2016-2017
110	Buncombe County Schools	110323	Middle College	N	11,12	44	N/A	N/A	15	34.09	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410399	Middle College at GTCC-GSO	N	09,10,11,12,13	117	N/A	N/A	32	27.35	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410408	Middle College GTCC High Point	N	09,10,11,12,13	118	N/A	N/A	50	42.37	Y	SW-SW	 	 		 	2015-2016	2016-2017
410	Guilford County Schools	410483	Middle College High @ NC A&T	N	09,10,11,12	110	N/A	N/A	36	32.73	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410326	Middle College High at Bennett	N	09,10,11,12	104	N/A	N/A	32	30.77	N	Not Title I	 	 		 	 	2016-2017
320	Durham Public Schools	320353	Middle College HS @ DTCC	N	11,12	0	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340446	Middle College of Forsyth Cnty	N	11,12	0	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920494	Middle Creek Elementary	N	PK,0K,01,02,03,04,05	874	N/A	N/A	199	22.77	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920495	Middle Creek High	N	09,10,11,12	2267	N/A	N/A	619	27.3	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340447	Middle Fork Elementary	N	PK,0K,01,02,03,04,05	403	258	1.6	403	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
640	Nash-Rocky Mount Schools	640336	Middlesex Elementary	N	PK,0K,01,02,03,04,05	373	373	1.6	373	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
290	Davidson County Schools	290344	Midway Elementary	N	PK,0K,01,02,03,04,05	470	N/A	N/A	185	39.36	N	TAS	 	 		 	 	2016-2017
820	Sampson County Schools	820350	Midway Elementary	N	PK,0K,01,02,03,04,05	489	N/A	N/A	310	63.39	Y	SW-SW	 	 		 	2006-2007	2016-2017
820	Sampson County Schools	820352	Midway High	N	09,10,11,12	715	N/A	N/A	368	51.47	N	SW	 	 		 	 	2016-2017
820	Sampson County Schools	820354	Midway Middle	N	06,07,08	652	N/A	N/A	358	54.91	Y	SW-SW	 	 		 	2004-2005	2016-2017
600	Charlotte-Mecklenburg Schools	600364	Military and Global Leadership Academy	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	686	N/A	N/A	319	46.5	Y	SW-SW	 	 		 	2013-2014	2016-2017
180	Catawba County Schools	180352	Mill Creek Middle	N	07,08	471	N/A	N/A	164	34.82	N	Not Title I	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800366	Millbridge Elementary	N	PK,0K,01,02,03,04,05	572	N/A	N/A	289	50.52	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920496	Millbrook Elementary	N	PK,0K,01,02,03,04,05	769	N/A	N/A	549	71.39	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920500	Millbrook High	N	09,10,11,12	2454	N/A	N/A	821	33.46	N	Not Title I	 	 		 	 	2016-2017
86T	Millennium Charter Academy	86T000	Millennium Charter Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11	784	N/A	N/A	84	10.71	N	Not Title I	 	 		 	 	2016-2017
970	Wilkes County Schools	970337	Millers Creek Elementary	N	PK,0K,01,02,03,04,05	874	N/A	N/A	384	43.94	Y	SW-SW	 	 		 	2006-2007	2016-2017
840	Stanly County Schools	840324	Millingport Elementary	N	PK,0K,01,02,03,04,05	250	N/A	N/A	133	53.2	Y	SW-SW	 	 		 	2009-2010	2016-2017
410	Guilford County Schools	410466	Millis Road Elementary	N	PK,0K,01,02,03,04,05	492	N/A	N/A	128	26.02	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920501	Mills Park Elementary	N	PK,0K,01,02,03,04,05	1025	N/A	N/A	75	7.32	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920502	Mills Park Middle	N	06,07,08	1766	N/A	N/A	158	8.95	N	Not Title I	 	 		 	 	2016-2017
450	Henderson County Schools	450340	Mills River Elementary	N	0K,01,02,03,04,05	546	N/A	N/A	220	40.29	Y	SW-SW	 	 		 	2010-2011	2016-2017
980	Wilson County Schools	980306	Milton M Daniels Learning Cntr	N	04,05,06,07,08,09,10,11,12	127	84	1.6	127	100	N	SW	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340448	Mineral Springs Elementary	N	PK,0K,01,02,03,04,05	659	458	1.6	659	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
770	Richmond County Schools	770344	Mineral Springs Elementary	N	PK,0K,01,02,03,04,05	503	308	1.6	493	98.01	Y	SW-SW	 	 		 	2004-2005	2016-2017
340	Winston Salem/Forsyth County Schools	340452	Mineral Springs Middle	N	06,07,08	411	266	1.6	411	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
600	Charlotte-Mecklenburg Schools	600455	Mint Hill Middle	N	06,07,08	1156	N/A	N/A	271	23.44	N	Not Title I	 	 		 	 	2016-2017
610	Mitchell County Schools	610334	Mitchell High	N	09,10,11,12	501	N/A	N/A	248	49.5	N	SW	 	 		 	 	2016-2017
300	Davie County Schools	300320	Mocksville Elementary	N	0K,01,02,03,04,05	584	N/A	N/A	347	59.42	Y	SW-SW	 	 		 	2006-2007	2016-2017
190	Chatham County Schools	190340	Moncure School	N	PK,0K,01,02,03,04,05,06,07,08	310	N/A	N/A	149	48.06	Y	SW-SW	 	 		 	2012-2013	2016-2017
770	Richmond County Schools	770346	Monroe Avenue Elementary	N	PK,0K,01,02,03,04,05	456	351	1.6	456	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
900	Union County Public Schools	900336	Monroe High	N	09,10,11,12	1134	N/A	N/A	923	81.39	N	SW	 	 		 	 	2016-2017
900	Union County Public Schools	900314	Monroe Middle	N	06,07,08	1053	N/A	N/A	918	87.18	N	SW	 	 		 	 	2016-2017
790	Rockingham County Schools	790350	Monroeton Elementary	N	PK,0K,01,02,03,04,05	448	223	1.6	357	79.69	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260400	Montclair Elementary	N	PK,0K,01,02,03,04,05	487	306	1.6	487	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600459	Montclaire Elementary	N	PK,0K,01,02,03,04,05	491	N/A	N/A	287	58.45	Y	SW-SW	 	 		 	2006-2007	2016-2017
620	Montgomery County Schools	620310	Montgomery Learning Academy	N	06,07,08,09,10,11,12	50	N/A	N/A	45	90	N	SW	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490342	Monticello School	N	06,07,08,09,10,11,12	147	N/A	N/A	125	85.03	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410340	Monticello-Brown Summit Elem	N	PK,0K,01,02,03,04,05	417	N/A	N/A	194	46.52	Y	SW-SW	 	 		 	2013-2014	2016-2017
410	Guilford County Schools	410469	Montlieu Academy of Technology	N	PK,0K,01,02,03,04,05	690	N/A	N/A	401	58.12	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340453	Moore Magnet Elementary	N	PK,0K,01,02,03,04,05	625	N/A	N/A	409	65.44	Y	SW-SW	 	 		 	2014-2015	2016-2017
920	Wake County Schools	920506	Moore Square Museum Magnet Middle	N	06,07,08	441	N/A	N/A	195	44.22	N	SW	 	 		 	 	2016-2017
491	Mooresville Graded School District	491306	Mooresville Intermediate	N	04,05,06	778	N/A	N/A	307	39.46	Y	TAS-SW	 	Waiver Provided		 	2012-2013	2016-2017
491	Mooresville Graded School District	491308	Mooresville Middle	N	07,08	960	N/A	N/A	353	36.77	N	TAS	 	 		 	 	2016-2017
491	Mooresville Graded School District	491312	Mooresville Senior High	N	09,10,11,12	1828	N/A	N/A	483	26.42	N	Not Title I	 	 		 	 	2016-2017
970	Wilkes County Schools	970340	Moravian Falls Elementary	N	PK,0K,01,02,03,04,05	243	N/A	N/A	134	55.14	Y	SW-SW	 	 		 	2006-2007	2016-2017
160	Carteret County Public Schools	160318	Morehead City Middle	N	05,06,07,08	486	N/A	N/A	209	43	N	SW	 	 		 	 	2016-2017
160	Carteret County Public Schools	160322	Morehead City Primary	N	PK,0K,01,02,03	584	N/A	N/A	322	55.14	Y	SW-SW	 	 		 	2006-2007	2016-2017
160	Carteret County Public Schools	160317	Morehead Elem at Camp Glenn	N	04,05	276	N/A	N/A	139	50.36	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410472	Morehead Elementary	N	P2,0K,01,02,03,04,05	624	N/A	N/A	297	47.6	Y	SW-SW	 	 		 	2014-2015	2016-2017
320	Durham Public Schools	320354	Morehead Montessori	N	PK,0K,01,02,03,04,05	259	N/A	N/A	94	36.29	N	TAS	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600429	Morehead STEM Academy	N	0K,01,02,03,04,05,06,07,08	1069	N/A	N/A	285	26.66	N	Not Title I	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800368	Morgan Elementary	N	PK,0K,01,02,03,04,05	340	N/A	N/A	176	51.76	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260401	Morganton Road Elementary	N	0K,01,02,03,04,05	500	278	1.6	445	89	Y	SW-SW	 	 		 	2005-2006	2016-2017
681	Chapel Hill-Carrboro City Schools	681332	Morris Grove Elementary	N	PK,0K,01,02,03,04,05	560	N/A	N/A	135	24.11	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920504	Morrisville Elementary	N	0K,01,02,03,04,05	800	N/A	N/A	63	7.88	N	Not Title I	 	 		 	 	2016-2017
670	Onslow County Schools	670330	Morton Elementary	N	PK,0K,01,02,03,04,05	663	N/A	N/A	349	52.64	Y	SW-SW	 	 		 	2006-2007	2016-2017
040	Anson County Schools	040324	Morven Elementary	N	0K,01,02,03,04,05,06	245	N/A	N/A	188	76.73	Y	SW-SW	 	 		 	2003-2004	2016-2017
540	Lenoir County Public Schools	540320	Moss Hill Elementary	N	0K,01,02,03,04,05	480	N/A	N/A	268	55.83	Y	SW-SW	 	 		 	2006-2007	2016-2017
790	Rockingham County Schools	790358	Moss Street Elementary	N	PK,0K,01,02,03,04,05	425	325	1.6	425	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
862	Mount Airy City Schools	862312	Mount Airy High	N	09,10,11,12	523	N/A	N/A	257	49.14	N	SW	 	 		 	 	2016-2017
862	Mount Airy City Schools	862316	Mount Airy Middle	N	06,07,08	352	N/A	N/A	205	58.24	N	SW	 	 		 	 	2016-2017
390	Granville County Schools	390333	Mount Energy Elementary	N	PK,0K,01,02,03,04,05	373	N/A	N/A	180	48.26	Y	SW-SW	 	 		 	2006-2007	2016-2017
620	Montgomery County Schools	620324	Mount Gilead Elementary	N	PK,0K,01,02,03,04,05	307	N/A	N/A	240	78.18	Y	SW-SW	 	 		 	2005-2006	2016-2017
360	Gaston County Schools	360456	Mount Holly Middle	N	06,07,08	761	N/A	N/A	384	50.46	N	SW	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490344	Mount Mourne School	N	06,07,08	446	N/A	N/A	22	4.93	N	Not Title I	 	 		 	 	2016-2017
850	Stokes County Schools	850314	Mount Olive Elementary	N	0K,01,02,03,04,05	276	N/A	N/A	129	46.74	Y	SW-SW	 	 		 	2009-2010	2016-2017
